FDP,Power,Time,Method,q
0.12903225806451613,0.8709677419354839,1.5818132195940893,cfBH,0.1
0.2682926829268293,0.967741935483871,1.0503904056622169,cfBH,0.2
0.27906976744186046,1.0,1.0503904056622169,cfBH,0.3
0.0,0.4838709677419355,15.192093395811447,RO_cfBH,0.1
0.22857142857142856,0.8709677419354839,15.607267469195722,RO_cfBH,0.2
0.25,0.967741935483871,15.78688488410197,RO_cfBH,0.3
0.045454545454545456,0.6774193548387096,1.2658438984816356,LOO_cfBH,0.1
0.21621621621621623,0.9354838709677419,1.3049576664478384,LOO_cfBH,0.2
0.2619047619047619,1.0,1.319598015351389,LOO_cfBH,0.3
0.12,0.7096774193548387,1.0541051210556551,cfBH,0.1
0.2619047619047619,1.0,1.0062508462813622,cfBH,0.2
0.27906976744186046,1.0,1.113540567350667,cfBH,0.3
0.0,0.4838709677419355,15.491018728648125,RO_cfBH,0.1
0.22857142857142856,0.8709677419354839,15.780548016666106,RO_cfBH,0.2
0.25,0.967741935483871,16.37621355563744,RO_cfBH,0.3
0.045454545454545456,0.6774193548387096,1.2518590875886915,LOO_cfBH,0.1
0.21621621621621623,0.9354838709677419,1.2601625690563771,LOO_cfBH,0.2
0.2619047619047619,1.0,1.2501109862270736,LOO_cfBH,0.3
0.14814814814814814,0.7419354838709677,1.0246059105783514,cfBH,0.1
0.2619047619047619,1.0,1.0449275889071605,cfBH,0.2
0.27906976744186046,1.0,1.040120310162711,cfBH,0.3
0.0,0.4838709677419355,15.36428137993082,RO_cfBH,0.1
0.22857142857142856,0.8709677419354839,15.39552869176974,RO_cfBH,0.2
0.25,0.967741935483871,15.342430112910595,RO_cfBH,0.3
0.045454545454545456,0.6774193548387096,1.2282597192068485,LOO_cfBH,0.1
0.21621621621621623,0.9354838709677419,1.3663597267746705,LOO_cfBH,0.2
0.2619047619047619,1.0,1.2345965866427138,LOO_cfBH,0.3
0.058823529411764705,0.5161290322580645,1.0202356571743063,cfBH,0.1
0.2682926829268293,0.967741935483871,0.999913978845497,cfBH,0.2
0.27906976744186046,1.0,0.9898623960161935,cfBH,0.3
0.0,0.4838709677419355,15.409294989992484,RO_cfBH,0.1
0.22857142857142856,0.8709677419354839,15.393780590408124,RO_cfBH,0.2
0.25,0.967741935483871,15.229677575086233,RO_cfBH,0.3
0.045454545454545456,0.6774193548387096,1.2236709531326013,LOO_cfBH,0.1
0.21621621621621623,0.9354838709677419,1.2162415223457248,LOO_cfBH,0.2
0.2619047619047619,1.0,1.2134008576330955,LOO_cfBH,0.3
0.08,0.7419354838709677,0.994669674760643,cfBH,0.1
0.23684210526315788,0.9354838709677419,1.0145543277490479,cfBH,0.2
0.2682926829268293,0.967741935483871,0.9924845480586205,cfBH,0.3
