Coverage,Length,Time,Dataset,Method,Algorithm,m
0.85,2.8241000708290085,0.9883257871440118,Diabetes,RO-StabCP,RLM,100
1.0,2.897738142188395,0.9799090520178093,Diabetes,LOO-StabCP,RLM,1
1.0,2.8984309860211868,0.09983369487843383,Diabetes,LOO-StabCP,RLM,10
0.85,2.8235451887978233,0.012543346327336223,Diabetes,LOO-StabCP,RLM,100
1.0,2.877922816507866,0.9865637824220049,Diabetes,OracleCP,RLM,1
0.9,2.879070757417192,0.9938934674959343,Diabetes,OracleCP,RLM,10
0.92,2.885907549816795,0.992201252856671,Diabetes,OracleCP,RLM,100
1.0,2.8043200289736863,54.930501639915704,Diabetes,FullCP,RLM,1
0.9,2.8146353550216996,54.9190101209326,Diabetes,FullCP,RLM,10
0.9,2.8275452740116553,54.81525341912144,Diabetes,FullCP,RLM,100
1.0,2.7921590156988048,0.7722260073202034,Diabetes,SplitCP,RLM,1
0.9,2.9034636736458994,0.0749124340900349,Diabetes,SplitCP,RLM,10
0.85,2.606817767643804,0.0076641866176875946,Diabetes,SplitCP,RLM,100
1.0,2.891529035095028,0.9839890355394293,Diabetes,RO-StabCP,RLM,1
0.9,2.9016391971334192,0.9845324264453186,Diabetes,RO-StabCP,RLM,10
0.92,2.9091270180640043,0.992646291434951,Diabetes,RO-StabCP,RLM,100
1.0,2.892176636442116,0.9817311805808628,Diabetes,LOO-StabCP,RLM,1
0.9,2.899471880943192,0.09998435541036434,Diabetes,LOO-StabCP,RLM,10
0.92,2.9084979517711753,0.012515531416193727,Diabetes,LOO-StabCP,RLM,100
1.0,2.8779228165078967,1.0233430513523363,Diabetes,OracleCP,RLM,1
0.8,2.8726742255885487,1.0407991131036334,Diabetes,OracleCP,RLM,10
0.87,2.844509756588236,0.9631561211950838,Diabetes,OracleCP,RLM,100
1.0,2.8048590990633855,54.82240188233803,Diabetes,FullCP,RLM,1
0.8,2.824880559774397,54.512013751168425,Diabetes,FullCP,RLM,10
0.87,2.802920541942907,53.24779878862998,Diabetes,FullCP,RLM,100
1.0,2.853312443486739,0.7671557365360544,Diabetes,SplitCP,RLM,1
0.8,3.0990942068344705,0.07471958860916383,Diabetes,SplitCP,RLM,10
0.85,2.674646246867119,0.008100267851701313,Diabetes,SplitCP,RLM,100
1.0,2.8939516936551826,0.977928477492751,Diabetes,RO-StabCP,RLM,1
0.8,2.886291036681153,0.9774473638303998,Diabetes,RO-StabCP,RLM,10
0.87,2.859741509857523,0.9528101528480047,Diabetes,RO-StabCP,RLM,100
1.0,2.8940281941592585,0.9769183844849714,Diabetes,LOO-StabCP,RLM,1
0.8,2.8856663404874148,0.0994138541961208,Diabetes,LOO-StabCP,RLM,10
0.87,2.8591270919918674,0.012140030115770022,Diabetes,LOO-StabCP,RLM,100
1.0,2.8779228165079194,0.9816519575998606,Diabetes,OracleCP,RLM,1
0.6,2.8466149680395385,0.993363142423539,Diabetes,OracleCP,RLM,10
0.95,2.9548379241612532,0.9926847137274614,Diabetes,OracleCP,RLM,100
1.0,2.86719987959816,53.69595012121116,Diabetes,FullCP,RLM,1
0.6,2.787202832832448,55.578172045006596,Diabetes,FullCP,RLM,10
0.95,2.9018191165696,54.3616780203166,Diabetes,FullCP,RLM,100
1.0,2.792200153893604,0.7390711897707287,Diabetes,SplitCP,RLM,1
0.7,3.0002675109084116,0.07791961830736789,Diabetes,SplitCP,RLM,10
0.95,2.794637476146102,0.007910513585008857,Diabetes,SplitCP,RLM,100
1.0,2.8937787359491494,0.9778492545117488,Diabetes,RO-StabCP,RLM,1
0.6,2.8574103279985836,0.9841969556608867,Diabetes,RO-StabCP,RLM,10
0.95,2.9793880187226995,0.9928673964065752,Diabetes,RO-StabCP,RLM,100
1.0,2.8939785738626127,0.9742644146213933,Diabetes,LOO-StabCP,RLM,1
0.6,2.8571445334349503,0.10083608961754482,Diabetes,LOO-StabCP,RLM,10
0.95,2.9784217975170613,0.012549239316985058,Diabetes,LOO-StabCP,RLM,100
0.0,2.877922816507843,0.997041021659563,Diabetes,OracleCP,RLM,1
0.7,2.8590942266568464,0.9905588477225391,Diabetes,OracleCP,RLM,10
0.86,2.8134288843589683,0.991301511197087,Diabetes,OracleCP,RLM,100
0.0,2.802185685751665,54.65827167144645,Diabetes,FullCP,RLM,1
0.7,2.8191752504325436,55.23275163904597,Diabetes,FullCP,RLM,10
0.85,2.785783743284952,55.11201282757701,Diabetes,FullCP,RLM,100
0.0,2.8827050862509087,0.7693145627683678,Diabetes,SplitCP,RLM,1
0.7,2.978713743674533,0.07775891373997534,Diabetes,SplitCP,RLM,10
0.86,2.8525976847761823,0.007924421040580106,Diabetes,SplitCP,RLM,100
0.0,2.888037100124066,0.97176889071982,Diabetes,RO-StabCP,RLM,1
0.7,2.8708127845404237,0.9813906521527943,Diabetes,RO-StabCP,RLM,10
0.86,2.8270821110950184,0.9941902547229455,Diabetes,RO-StabCP,RLM,100
0.0,2.8870656767932243,0.9761657661654493,Diabetes,LOO-StabCP,RLM,1
0.7,2.8704669310024298,0.1046608583214874,Diabetes,LOO-StabCP,RLM,10
0.86,2.827237780613047,0.0125030382781382,Diabetes,LOO-StabCP,RLM,100
1.0,2.8779228165079074,0.97551217657218,Diabetes,OracleCP,RLM,1
0.9,2.8772563975348917,0.9830860853387857,Diabetes,OracleCP,RLM,10
0.8,2.7444278408956815,0.9866401563848594,Diabetes,OracleCP,RLM,100
1.0,2.80409474562608,54.890434617273776,Diabetes,FullCP,RLM,1
0.9,2.8324978093785855,54.52163593714105,Diabetes,FullCP,RLM,10
0.8,2.701788321567453,57.004525002817736,Diabetes,FullCP,RLM,100
1.0,2.8852460496517156,0.772721150951468,Diabetes,SplitCP,RLM,1
0.9,2.9510810005362647,0.07730492333709141,Diabetes,SplitCP,RLM,10
0.8,2.698036673976404,0.007662300860999968,Diabetes,SplitCP,RLM,100
1.0,2.8992186846926544,0.9725017032940915,Diabetes,RO-StabCP,RLM,1
0.9,2.8931384450894213,0.9808462654307522,Diabetes,RO-StabCP,RLM,10
0.8,2.7634713698261373,0.9891470341814733,Diabetes,RO-StabCP,RLM,100
1.0,2.897473606186603,0.9720857826438293,Diabetes,LOO-StabCP,RLM,1
0.9,2.8931304292843216,0.10037205517919885,Diabetes,LOO-StabCP,RLM,10
0.8,2.7632362089146976,0.012503981156482012,Diabetes,LOO-StabCP,RLM,100
0.0,2.87792281650788,0.9918123049134092,Diabetes,OracleCP,RLM,1
0.8,2.872753762747794,1.0137364639547288,Diabetes,OracleCP,RLM,10
0.94,2.885175074767322,0.9904901643822356,Diabetes,OracleCP,RLM,100
0.0,2.8005003937419977,55.474684296420705,Diabetes,FullCP,RLM,1
0.8,2.8202367797687935,55.23354110023329,Diabetes,FullCP,RLM,10
0.93,2.8851769003509458,54.66355725817908,Diabetes,FullCP,RLM,100
0.0,2.9916631515579777,0.7614318761586361,Diabetes,SplitCP,RLM,1
0.8,2.878336333480802,0.07459906018361943,Diabetes,SplitCP,RLM,10
0.91,2.850808065258724,0.007654286395077554,Diabetes,SplitCP,RLM,100
0.0,2.879768839233419,1.0001109121734033,Diabetes,RO-StabCP,RLM,1
0.8,2.8847317083545967,0.9815091717712464,Diabetes,RO-StabCP,RLM,10
0.93,2.897796715289224,0.9884127676712285,Diabetes,RO-StabCP,RLM,100
0.0,2.8811718843327188,0.9897921188978499,Diabetes,LOO-StabCP,RLM,1
0.8,2.884926375971499,0.10009483980044671,Diabetes,LOO-StabCP,RLM,10
0.93,2.8976498819594267,0.012462023070182314,Diabetes,LOO-StabCP,RLM,100
1.0,2.877922816507896,1.007993598783135,Diabetes,OracleCP,RLM,1
0.7,2.8602738808010635,1.0728576654913538,Diabetes,OracleCP,RLM,10
0.9,2.876494279848474,0.9898541929393334,Diabetes,OracleCP,RLM,100
1.0,2.8671772996771674,53.92856859917925,Diabetes,FullCP,RLM,1
0.7,2.810211175654662,56.75805292596011,Diabetes,FullCP,RLM,10
0.9,2.8214688880539778,55.30705216310613,Diabetes,FullCP,RLM,100
1.0,2.8435658898573437,0.76598719756627,Diabetes,SplitCP,RLM,1
0.7,2.9040685295846727,0.07671634285901621,Diabetes,SplitCP,RLM,10
0.9,2.8731915251636466,0.007923242442650339,Diabetes,SplitCP,RLM,100
1.0,2.9140350406809516,0.9706993804762886,Diabetes,RO-StabCP,RLM,1
0.7,2.8750521672465377,0.9769170387580044,Diabetes,RO-StabCP,RLM,10
0.9,2.900037498616917,0.9878887630316543,Diabetes,RO-StabCP,RLM,100
1.0,2.9068280938889894,0.9808201162993361,Diabetes,LOO-StabCP,RLM,1
0.7,2.873630693078894,0.10000243467419599,Diabetes,LOO-StabCP,RLM,10
0.9,2.89907612315933,0.012469094657760915,Diabetes,LOO-StabCP,RLM,100
1.0,2.877922816507864,1.0280172072314737,Diabetes,OracleCP,RLM,1
0.8,2.8736555165128044,0.9923185627354875,Diabetes,OracleCP,RLM,10
0.95,2.9505085442042387,0.9809718075014389,Diabetes,OracleCP,RLM,100
1.0,2.8044700891936998,54.78952434522206,Diabetes,FullCP,RLM,1
0.7,2.8259602871871223,54.923061884837985,Diabetes,FullCP,RLM,10
0.94,2.8959987548337107,54.15864142639485,Diabetes,FullCP,RLM,100
1.0,3.183341768933855,0.7406556493907752,Diabetes,SplitCP,RLM,1
0.8,2.912954571339888,0.07495461903897543,Diabetes,SplitCP,RLM,10
0.94,2.8096932292286265,0.00792607107768178,Diabetes,SplitCP,RLM,100
1.0,2.8911963155995366,0.9750170329409155,Diabetes,RO-StabCP,RLM,1
0.8,2.88743823995109,0.9872463248271602,Diabetes,RO-StabCP,RLM,10
0.95,2.974448752442375,1.0211756686424722,Diabetes,RO-StabCP,RLM,100
1.0,2.892019428756105,0.9751556731576696,Diabetes,LOO-StabCP,RLM,1
0.8,2.8866939796117728,0.10067538505015228,Diabetes,LOO-StabCP,RLM,10
0.95,2.973682976987648,0.01248418071126193,Diabetes,LOO-StabCP,RLM,100
0.0,2.877922816507917,1.0070033115206058,Diabetes,OracleCP,RLM,1
0.9,2.8770153738900532,0.9869691094484081,Diabetes,OracleCP,RLM,10
0.93,2.8899846376468488,0.9868902548655558,Diabetes,OracleCP,RLM,100
0.0,2.8022721578660814,56.131106111260756,Diabetes,FullCP,RLM,1
0.9,2.824836386668026,55.0732704351727,Diabetes,FullCP,RLM,10
0.92,2.8354322344450726,54.527211392393596,Diabetes,FullCP,RLM,100
0.0,2.9584010315640223,0.7662644779997781,Diabetes,SplitCP,RLM,1
0.9,2.762861310495711,0.07730492333709141,Diabetes,SplitCP,RLM,10
0.92,2.8900010622176793,0.007887884504757334,Diabetes,SplitCP,RLM,100
0.0,2.881998029021691,0.9801665267060669,Diabetes,RO-StabCP,RLM,1
0.9,2.891615092053454,0.9879293192385785,Diabetes,RO-StabCP,RLM,10
0.93,2.912097252071009,0.9913064613083921,Diabetes,RO-StabCP,RLM,100
0.0,2.8829990849748945,0.9772352764089807,Diabetes,LOO-StabCP,RLM,1
0.9,2.891972853460838,0.1002977293167798,Diabetes,LOO-StabCP,RLM,10
0.93,2.9116323892861566,0.012430672365250518,Diabetes,LOO-StabCP,RLM,100
1.0,2.877922816507864,0.9867222283840096,Diabetes,OracleCP,RLM,1
1.0,2.883431490131609,0.9910289085821623,Diabetes,OracleCP,RLM,10
0.93,2.8843152217104984,0.9918691239600628,Diabetes,OracleCP,RLM,100
1.0,2.803764248918351,54.69255541647521,Diabetes,FullCP,RLM,1
1.0,2.8171755402212972,55.68738686900657,Diabetes,FullCP,RLM,10
0.92,2.8380030724337644,55.078391435873726,Diabetes,FullCP,RLM,100
1.0,2.9586234873967334,0.7694730087303725,Diabetes,SplitCP,RLM,1
1.0,2.7461100183567564,0.0775078128534245,Diabetes,SplitCP,RLM,10
0.93,2.95578930228427,0.007963786211434317,Diabetes,SplitCP,RLM,100
1.0,2.9075729134436776,0.9783047866525121,Diabetes,RO-StabCP,RLM,1
1.0,2.898354419998045,1.0022701930712707,Diabetes,RO-StabCP,RLM,10
0.93,2.907281965755496,0.9894291905258595,Diabetes,RO-StabCP,RLM,100
1.0,2.903001084058417,0.9754329535911777,Diabetes,LOO-StabCP,RLM,1
1.0,2.8981767178554776,0.1089938552198089,Diabetes,LOO-StabCP,RLM,10
0.93,2.9064841902460112,0.01248205923498835,Diabetes,LOO-StabCP,RLM,100
1.0,2.8779228165079096,0.9834938919081647,Diabetes,OracleCP,RLM,1
0.8,2.8713952834941523,0.9870534793462892,Diabetes,OracleCP,RLM,10
0.89,2.851543183851184,0.9528367891612175,Diabetes,OracleCP,RLM,100
1.0,2.8660911403569598,53.68000649628444,Diabetes,FullCP,RLM,1
0.8,2.8227961064124973,54.63131881319355,Diabetes,FullCP,RLM,10
0.87,2.825792546945353,53.027889151026095,Diabetes,FullCP,RLM,100
1.0,3.049859432658551,0.7760485161535658,Diabetes,SplitCP,RLM,1
0.8,2.8028794330068414,0.07710203382075832,Diabetes,SplitCP,RLM,10
0.87,2.806209404369188,0.007678094073258843,Diabetes,SplitCP,RLM,100
1.0,2.89609568129081,0.977076830446976,Diabetes,RO-StabCP,RLM,1
0.8,2.8815103659961165,0.9755369882855209,Diabetes,RO-StabCP,RLM,10
0.88,2.863367980936128,0.9549240860948345,Diabetes,RO-StabCP,RLM,100
1.0,2.8957470485246475,0.9767203270324656,Diabetes,LOO-StabCP,RLM,1
0.8,2.8819313430029205,0.09955647949968169,Diabetes,LOO-StabCP,RLM,10
0.88,2.8633110305321976,0.01214969461879411,Diabetes,LOO-StabCP,RLM,100
1.0,2.877922816507904,1.0233430513523363,Diabetes,OracleCP,RLM,1
0.9,2.8805628506869634,1.0426793565421262,Diabetes,OracleCP,RLM,10
0.92,2.8805021111928464,1.0091424194991392,Diabetes,OracleCP,RLM,100
1.0,2.8654843213217673,54.35920491816266,Diabetes,FullCP,RLM,1
0.9,2.835769696994877,54.61954720363205,Diabetes,FullCP,RLM,10
0.92,2.8211973166913764,55.81724740645696,Diabetes,FullCP,RLM,100
1.0,3.061943656306755,0.7730578486207279,Diabetes,SplitCP,RLM,1
0.9,2.9759548043936195,0.07727880884489012,Diabetes,SplitCP,RLM,10
0.95,2.995811632488564,0.007668193850648802,Diabetes,SplitCP,RLM,100
1.0,2.8875584731029345,0.9799090520178093,Diabetes,RO-StabCP,RLM,1
0.9,2.9036409390364644,0.9761697625196291,Diabetes,RO-StabCP,RLM,10
0.93,2.899742058706903,0.9973752977683473,Diabetes,RO-StabCP,RLM,100
1.0,2.889903355280693,0.9771758591732289,Diabetes,LOO-StabCP,RLM,1
0.9,2.901581257218152,0.09953840023585002,Diabetes,LOO-StabCP,RLM,10
0.93,2.899631080640505,0.012579175704401134,Diabetes,LOO-StabCP,RLM,100
1.0,2.877922816507829,0.9843851504444409,Diabetes,OracleCP,RLM,1
0.9,2.877455975359235,0.9815754624052958,Diabetes,OracleCP,RLM,10
0.85,2.801667079011137,0.9941115243812371,Diabetes,OracleCP,RLM,100
1.0,2.8665690502771985,54.676809849000996,Diabetes,FullCP,RLM,1
0.9,2.84935405614683,54.428861190385334,Diabetes,FullCP,RLM,10
0.85,2.7447067382951302,56.52579078116493,Diabetes,FullCP,RLM,100
1.0,2.98869147582976,0.8151846687687164,Diabetes,SplitCP,RLM,1
0.9,2.7237718985546486,0.0779517592208464,Diabetes,SplitCP,RLM,10
0.9,2.969696838526655,0.00765546499300732,Diabetes,SplitCP,RLM,100
1.0,2.893470527618753,1.0633902682490137,Diabetes,RO-StabCP,RLM,1
0.9,2.896209785051886,0.9837911766282205,Diabetes,RO-StabCP,RLM,10
0.85,2.821788561136002,0.994228205576284,Diabetes,RO-StabCP,RLM,100
1.0,2.893823568916975,1.0580823285218577,Diabetes,LOO-StabCP,RLM,1
0.9,2.8951842957607106,0.15674721742050365,Diabetes,LOO-StabCP,RLM,10
0.85,2.821014996430039,0.01252142440584256,Diabetes,LOO-StabCP,RLM,100
1.0,2.8779228165079007,1.0718077099805112,Diabetes,OracleCP,RLM,1
0.8,2.872951471275158,0.9967098150394887,Diabetes,OracleCP,RLM,10
0.93,2.8829630437137506,1.015627065308716,Diabetes,OracleCP,RLM,100
1.0,2.86707539826958,55.961014371048755,Diabetes,FullCP,RLM,1
0.8,2.816256266884771,55.34554414847752,Diabetes,FullCP,RLM,10
0.93,2.835787414465001,54.1589610621534,Diabetes,FullCP,RLM,100
1.0,2.7099136366039347,0.7733945462899878,Diabetes,SplitCP,RLM,1
0.9,3.0836763118219896,0.07760021797967522,Diabetes,SplitCP,RLM,10
0.93,2.876982111620616,0.008014230202828336,Diabetes,SplitCP,RLM,100
1.0,2.8896691621398127,0.9765618810704609,Diabetes,RO-StabCP,RLM,1
0.8,2.8859359822885358,0.9837329212225407,Diabetes,RO-StabCP,RLM,10
0.93,2.907130216624155,0.9893674319943397,Diabetes,RO-StabCP,RLM,100
1.0,2.8912119917967884,0.9800080807440622,Diabetes,LOO-StabCP,RLM,1
0.8,2.8856389780435427,0.10024750913946963,Diabetes,LOO-StabCP,RLM,10
0.93,2.9066077953571634,0.012541460570648597,Diabetes,LOO-StabCP,RLM,100
1.0,2.877922816507862,0.9880492133157986,Diabetes,OracleCP,RLM,1
0.8,2.871666372693128,0.9923948974049989,Diabetes,OracleCP,RLM,10
0.91,2.8731091597633682,0.9911758726577738,Diabetes,OracleCP,RLM,100
1.0,2.865340121117,53.98331167905186,Diabetes,FullCP,RLM,1
0.8,2.816155614965489,54.36008365315551,Diabetes,FullCP,RLM,10
0.87,2.8278360358353565,54.53606808439662,Diabetes,FullCP,RLM,100
1.0,2.9762306661573197,0.7635907023909495,Diabetes,SplitCP,RLM,1
0.8,2.895584636528997,0.07501488325174764,Diabetes,SplitCP,RLM,10
0.87,2.7986502549491004,0.007583099080119639,Diabetes,SplitCP,RLM,100
1.0,2.8863559044557956,0.9786810958122732,Diabetes,RO-StabCP,RLM,1
0.8,2.8860199009824834,0.9832508075203631,Diabetes,RO-StabCP,RLM,10
0.9,2.890017977512768,1.0034002903853152,Diabetes,RO-StabCP,RLM,100
1.0,2.888711296583086,0.9779878947285028,Diabetes,LOO-StabCP,RLM,1
0.8,2.8852680197186844,0.10051869809694455,Diabetes,LOO-StabCP,RLM,10
0.9,2.8895239619121496,0.012478287721613095,Diabetes,LOO-StabCP,RLM,100
1.0,2.8779228165078927,1.0046464278357865,Diabetes,OracleCP,RLM,1
1.0,2.8849585435793474,1.0102572100706804,Diabetes,OracleCP,RLM,10
0.9,2.8768924531546416,0.9966523457982284,Diabetes,OracleCP,RLM,100
1.0,2.804777293823855,55.10154405589974,Diabetes,FullCP,RLM,1
1.0,2.8288712342837137,55.091100606924904,Diabetes,FullCP,RLM,10
0.89,2.8273193527117737,55.29606527320484,Diabetes,FullCP,RLM,100
1.0,2.766738877166962,0.7449733018554022,Diabetes,SplitCP,RLM,1
1.0,3.045709545749272,0.07750580404633209,Diabetes,SplitCP,RLM,10
0.9,2.8967935016400674,0.007634721669443424,Diabetes,SplitCP,RLM,100
1.0,2.8877977685664398,0.9838305895774246,Diabetes,RO-StabCP,RLM,1
1.0,2.9029514537481176,0.9841467354835765,Diabetes,RO-StabCP,RLM,10
0.9,2.8993597611801407,0.9995559396580018,Diabetes,RO-StabCP,RLM,100
1.0,2.889781269784395,0.9772352764089807,Diabetes,LOO-StabCP,RLM,1
1.0,2.9013173725761465,0.1007095347707232,Diabetes,LOO-StabCP,RLM,10
0.9,2.8988165035646527,0.012586718731151641,Diabetes,LOO-StabCP,RLM,100
1.0,2.8779228165079345,0.9868806743460142,Diabetes,OracleCP,RLM,1
0.9,2.879634694970062,0.9870856202597676,Diabetes,OracleCP,RLM,10
0.87,2.842491042445842,0.9876167426294641,Diabetes,OracleCP,RLM,100
1.0,2.866903077157869,54.184280576109515,Diabetes,FullCP,RLM,1
0.9,2.818896430321887,55.076295698653865,Diabetes,FullCP,RLM,10
0.87,2.7983072257626302,54.8139769975635,Diabetes,FullCP,RLM,100
1.0,2.8889298552886835,0.7745630852597721,Diabetes,SplitCP,RLM,1
1.0,3.2778973987462963,0.07778502823217663,Diabetes,SplitCP,RLM,10
0.91,3.1472927367260644,0.008399631725862082,Diabetes,SplitCP,RLM,100
1.0,2.9041741452249243,0.9897921188978499,Diabetes,RO-StabCP,RLM,1
0.9,2.896743440787447,0.9835501197771317,Diabetes,RO-StabCP,RLM,10
0.87,2.857276274925076,1.002385753287372,Diabetes,RO-StabCP,RLM,100
1.0,2.9006726831829805,0.9838305895774246,Diabetes,LOO-StabCP,RLM,1
0.9,2.8964373088991655,0.10084613365300686,Diabetes,LOO-StabCP,RLM,10
0.87,2.8572230929842077,0.012480409197886675,Diabetes,LOO-StabCP,RLM,100
1.0,2.8779228165079194,0.9958526769445281,Diabetes,OracleCP,RLM,1
1.0,2.885446997055211,0.9895062328061179,Diabetes,OracleCP,RLM,10
0.92,2.8820610299446145,0.9889761374816571,Diabetes,OracleCP,RLM,100
1.0,2.8044700891936998,55.217348248379885,Diabetes,FullCP,RLM,1
1.0,2.8260493336649892,54.78457874150164,Diabetes,FullCP,RLM,10
0.9,2.833498031519224,55.08488716050384,Diabetes,FullCP,RLM,100
1.0,2.975888978499758,0.7478055234262354,Diabetes,SplitCP,RLM,1
1.0,2.9832005601817344,0.07769463191301833,Diabetes,SplitCP,RLM,10
0.93,2.9690829858016934,0.007912399341696484,Diabetes,SplitCP,RLM,100
1.0,2.891196315599618,0.9837315608511716,Diabetes,RO-StabCP,RLM,1
1.0,2.901043045748228,0.9867842991959066,Diabetes,RO-StabCP,RLM,10
0.92,2.9038138809971143,1.0250739991549689,Diabetes,RO-StabCP,RLM,100
1.0,2.8920194287561936,0.9828006908243944,Diabetes,LOO-StabCP,RLM,1
1.0,2.9003320910488077,0.10069145550689153,Diabetes,LOO-StabCP,RLM,10
0.92,2.9031000589588296,0.01240285745410802,Diabetes,LOO-StabCP,RLM,100
1.0,2.8779228165079043,0.9914756072441494,Diabetes,OracleCP,RLM,1
0.9,2.8797840456308736,0.9843054312438766,Diabetes,OracleCP,RLM,10
0.94,2.894690607633996,0.9868150603176367,Diabetes,OracleCP,RLM,100
1.0,2.8045830938693648,55.1532172452585,Diabetes,FullCP,RLM,1
0.9,2.8343292671685414,54.87164847611492,Diabetes,FullCP,RLM,10
0.93,2.8949091206759574,54.37641214447579,Diabetes,FullCP,RLM,100
1.0,2.729245714788806,0.7773953068306054,Diabetes,SplitCP,RLM,1
1.0,2.9662099398665878,0.07764842934989298,Diabetes,SplitCP,RLM,10
0.88,2.6368796429585677,0.007926306797267732,Diabetes,SplitCP,RLM,100
1.0,2.8918012816514294,0.9780671177095052,Diabetes,RO-StabCP,RLM,1
0.9,2.904022684197437,0.9875175137846351,Diabetes,RO-StabCP,RLM,10
0.94,2.911540260293453,0.9941263747151521,Diabetes,RO-StabCP,RLM,100
1.0,2.892775572779908,0.9825630218813873,Diabetes,LOO-StabCP,RLM,1
0.9,2.9012039264505476,0.10071756999909282,Diabetes,LOO-StabCP,RLM,10
0.94,2.9109368113526632,0.012474987647409749,Diabetes,LOO-StabCP,RLM,100
1.0,2.877922816507887,0.9875540696845341,Diabetes,OracleCP,RLM,1
0.8,2.873315353456688,0.9828229316096804,Diabetes,OracleCP,RLM,10
0.91,2.8797175838960114,0.9893370241677517,Diabetes,OracleCP,RLM,100
1.0,2.8035807900943364,54.833809991602365,Diabetes,FullCP,RLM,1
0.8,2.808600165892937,55.04433156019949,Diabetes,FullCP,RLM,10
0.88,2.826043791317386,55.516856030621014,Diabetes,FullCP,RLM,100
1.0,2.888693678397519,0.7723448417917069,Diabetes,SplitCP,RLM,1
0.8,2.755183169354939,0.08357240146540067,Diabetes,SplitCP,RLM,10
0.89,2.8417989838980144,0.007688937174212698,Diabetes,SplitCP,RLM,100
1.0,2.8878280109494483,0.9844841791706938,Diabetes,RO-StabCP,RLM,1
0.8,2.8881068273981714,0.9932707372972882,Diabetes,RO-StabCP,RLM,10
0.91,2.8994136756502256,0.994323907728181,Diabetes,RO-StabCP,RLM,100
1.0,2.8896859110712696,0.9781463406905074,Diabetes,LOO-StabCP,RLM,1
0.8,2.887243843364245,0.10039013444303051,Diabetes,LOO-StabCP,RLM,10
0.91,2.8992385959069877,0.01250869554820108,Diabetes,LOO-StabCP,RLM,100
1.0,2.8779228165078727,0.9875540696845341,Diabetes,OracleCP,RLM,1
1.0,2.885555825748095,0.991215727641756,Diabetes,OracleCP,RLM,10
0.94,2.8999325018532653,0.9884243179309403,Diabetes,OracleCP,RLM,100
1.0,2.8048913957921364,54.823332752364806,Diabetes,FullCP,RLM,1
1.0,2.832664626402889,54.575542275465786,Diabetes,FullCP,RLM,10
0.94,2.8990521356624934,53.73521691982931,Diabetes,FullCP,RLM,100
1.0,2.691668246591213,0.76973048341863,Diabetes,SplitCP,RLM,1
1.0,3.1189522197293424,0.0778935038151666,Diabetes,SplitCP,RLM,10
0.92,2.8023993135613163,0.0077136877307378005,Diabetes,SplitCP,RLM,100
1.0,2.8902728358075067,0.983810783832174,Diabetes,RO-StabCP,RLM,1
1.0,2.9001144315924057,0.9994377750709772,Diabetes,RO-StabCP,RLM,10
0.94,2.9225956103888886,0.995067367302278,Diabetes,RO-StabCP,RLM,100
1.0,2.891559141815978,0.978502844105018,Diabetes,LOO-StabCP,RLM,1
1.0,2.899341290172734,0.10755956695583042,Diabetes,LOO-StabCP,RLM,10
0.94,2.9215922208755143,0.01242383649725787,Diabetes,LOO-StabCP,RLM,100
1.0,2.8779228165079127,0.986801451365012,Diabetes,OracleCP,RLM,1
1.0,2.8843327078341616,1.0343508423370076,Diabetes,OracleCP,RLM,10
0.92,2.8759447656880757,0.9945615130708221,Diabetes,OracleCP,RLM,100
1.0,2.8667317597613624,53.9271425855212,Diabetes,FullCP,RLM,1
1.0,2.832786466058778,54.57486932508983,Diabetes,FullCP,RLM,10
0.9,2.8232257352181183,54.93061953459832,Diabetes,FullCP,RLM,100
1.0,3.0080266539410005,0.7465577614754487,Diabetes,SplitCP,RLM,1
1.0,2.7910602634852877,0.07767655264918667,Diabetes,SplitCP,RLM,10
0.91,2.8760082283767026,0.007932199786916566,Diabetes,SplitCP,RLM,100
1.0,2.9070772197167556,0.9808201162993361,Diabetes,RO-StabCP,RLM,1
1.0,2.8993972604342213,0.9846850957843415,Diabetes,RO-StabCP,RLM,10
0.92,2.899033868934671,0.9980956568230208,Diabetes,RO-StabCP,RLM,100
1.0,2.902637002536763,0.982246129957378,Diabetes,LOO-StabCP,RLM,1
1.0,2.898615552891049,0.09985177414226548,Diabetes,LOO-StabCP,RLM,10
0.92,2.89841724205568,0.012552303671602452,Diabetes,LOO-StabCP,RLM,100
1.0,2.8779228165078936,0.9904655142363696,Diabetes,OracleCP,RLM,1
1.0,2.885928435150684,0.9817783519216289,Diabetes,OracleCP,RLM,10
0.87,2.8408497110441226,1.0131574312066827,Diabetes,OracleCP,RLM,100
1.0,2.866731759761362,54.086895726712406,Diabetes,FullCP,RLM,1
1.0,2.823466949776619,55.20518277050978,Diabetes,FullCP,RLM,10
0.87,2.791043893061409,56.078417400386115,Diabetes,FullCP,RLM,100
1.0,2.9475976093429606,0.7716516407079366,Diabetes,SplitCP,RLM,1
0.9,2.651409307129195,0.0775660682591043,Diabetes,SplitCP,RLM,10
0.85,2.645187746448255,0.007683044184563863,Diabetes,SplitCP,RLM,100
1.0,2.889701296889664,0.9821471012311251,Diabetes,RO-StabCP,RLM,1
1.0,2.901637249360294,1.002597628627333,Diabetes,RO-StabCP,RLM,10
0.87,2.855434270255012,0.9987295067896493,Diabetes,RO-StabCP,RLM,100
1.0,2.891076727237837,0.9815529288736077,Diabetes,LOO-StabCP,RLM,1
1.0,2.9004449490665873,0.10037205517919885,Diabetes,LOO-StabCP,RLM,10
