Coverage,Length,Time,Dataset,Method,Algorithm,m
1.0,2.8414020038837906,1.2086654222230955,Boston,OracleCP,RLM,1
0.9,2.844076602150325,0.9908435106559277,Boston,OracleCP,RLM,10
0.96,2.9674306262006116,0.9949721502559582,Boston,OracleCP,RLM,100
1.0,2.787732915397128,60.41092627583067,Boston,FullCP,RLM,1
0.9,2.797529414243832,60.40602188791111,Boston,FullCP,RLM,10
0.96,2.9091112884278756,59.60086098327703,Boston,FullCP,RLM,100
1.0,2.790351294461023,0.721912502379091,Boston,SplitCP,RLM,1
0.9,2.757615420575857,0.07323034545815918,Boston,SplitCP,RLM,10
0.97,3.5901970511475674,0.007835082479957588,Boston,SplitCP,RLM,100
1.0,2.8539062976489933,0.980557933105902,Boston,RO-StabCP,RLM,1
0.9,2.8685858862723186,0.9892549612696762,Boston,RO-StabCP,RLM,10
0.97,2.990328082738377,0.9968941339079243,Boston,RO-StabCP,RLM,100
1.0,2.8568516864112143,0.9745676155509277,Boston,LOO-StabCP,RLM,1
0.9,2.8662455049434157,0.10038304281663635,Boston,LOO-StabCP,RLM,10
0.97,2.989267684483624,0.012094294381444527,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837657,0.9909855229238201,Boston,OracleCP,RLM,1
0.9,2.8413220109495714,0.9989530471761598,Boston,OracleCP,RLM,10
0.94,2.915809873604984,0.9931506290066265,Boston,OracleCP,RLM,100
1.0,2.7872003001223837,59.831244196879865,Boston,FullCP,RLM,1
0.9,2.786760837957053,60.491866708108205,Boston,FullCP,RLM,10
0.94,2.872206262438315,59.55523903638977,Boston,FullCP,RLM,100
1.0,2.7733297663895393,0.7253038461800553,Boston,SplitCP,RLM,1
0.9,2.930544606426104,0.07339389641433798,Boston,SplitCP,RLM,10
0.94,2.9034779011151466,0.007545908348453434,Boston,SplitCP,RLM,100
1.0,2.8944240874949663,0.9749004109706485,Boston,RO-StabCP,RLM,1
0.9,2.8582523940613274,0.9884533996527602,Boston,RO-StabCP,RLM,10
0.94,2.939100688465818,0.9924036614952753,Boston,RO-StabCP,RLM,100
1.0,2.88180924745653,0.972380674221334,Boston,LOO-StabCP,RLM,1
0.9,2.8588397017252967,0.10007213406825684,Boston,LOO-StabCP,RLM,10
0.94,2.937004508491484,0.012149450210341778,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038838146,1.0425688129805426,Boston,OracleCP,RLM,1
1.0,2.8652482989310144,1.0004752045901013,Boston,OracleCP,RLM,10
0.89,2.79636793353036,0.9929983595218496,Boston,OracleCP,RLM,100
1.0,2.7875458081096767,59.73460674595332,Boston,FullCP,RLM,1
0.9,2.8320815479576016,59.8830523220236,Boston,FullCP,RLM,10
0.88,2.7590312828489356,60.754583231220366,Boston,FullCP,RLM,100
1.0,2.518154112606396,0.7471098698722366,Boston,SplitCP,RLM,1
1.0,3.1879561849302727,0.07306679450198036,Boston,SplitCP,RLM,10
0.87,2.6570209010446217,0.007886889562100362,Boston,SplitCP,RLM,100
1.0,2.8578088545217706,0.9716358463771969,Boston,RO-StabCP,RLM,1
1.0,2.877452201627725,1.03967885458108,Boston,RO-StabCP,RLM,10
0.89,2.812135346768486,1.0137135099599341,Boston,RO-StabCP,RLM,100
1.0,2.859516219688815,0.9786245501913335,Boston,LOO-StabCP,RLM,1
1.0,2.8770853737828856,0.10647491110519736,Boston,LOO-StabCP,RLM,10
0.89,2.8105932054357106,0.01257749883960508,Boston,LOO-StabCP,RLM,100
1.0,2.841402003883765,1.0188452537747321,Boston,OracleCP,RLM,1
0.9,2.8441295769336272,0.9983830478041308,Boston,OracleCP,RLM,10
0.89,2.8330148121246377,0.9988787588227092,Boston,OracleCP,RLM,100
1.0,2.786629679325342,59.841275601674305,Boston,FullCP,RLM,1
0.9,2.7976459969618377,60.252444301426415,Boston,FullCP,RLM,10
0.88,2.774996841825755,60.809927574861376,Boston,FullCP,RLM,100
1.0,4.127089990810114,0.6914062555713518,Boston,SplitCP,RLM,1
0.9,3.0709500756053614,0.07358983369847298,Boston,SplitCP,RLM,10
0.91,2.9842606321198537,0.007887086547203567,Boston,SplitCP,RLM,100
1.0,2.884357111421798,0.9758354076260546,Boston,RO-StabCP,RLM,1
0.9,2.8666062978753217,0.9843759609630748,Boston,RO-StabCP,RLM,10
0.89,2.8541261328176386,0.9954433386228233,Boston,RO-StabCP,RLM,100
1.0,2.8766629490935443,0.9821268257988715,Boston,LOO-StabCP,RLM,1
0.9,2.8650610431373176,0.10029721904755241,Boston,LOO-StabCP,RLM,10
0.89,2.85296573027212,0.012078338588084965,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837773,0.9814136927566126,Boston,OracleCP,RLM,1
1.0,2.8661786976374493,1.0270919082209033,Boston,OracleCP,RLM,10
0.93,2.886705472424861,1.0035924153572888,Boston,OracleCP,RLM,100
1.0,2.7874208990656557,59.66692249654249,Boston,FullCP,RLM,1
0.9,2.810187693029755,59.87506585354961,Boston,FullCP,RLM,10
0.93,2.8434134083972524,60.01536176508234,Boston,FullCP,RLM,100
1.0,2.522643983683635,0.6969211510981536,Boston,SplitCP,RLM,1
1.0,2.888236457599804,0.07287085721784536,Boston,SplitCP,RLM,10
0.93,2.9963870960994354,0.007843355854292177,Boston,SplitCP,RLM,100
1.0,2.866977405802702,0.9786087027903945,Boston,RO-StabCP,RLM,1
1.0,2.8795434295281717,0.9870672648162349,Boston,RO-StabCP,RLM,10
0.93,2.905330742157271,0.9955501045487601,Boston,RO-StabCP,RLM,100
1.0,2.865309196300774,0.9869919778871706,Boston,LOO-StabCP,RLM,1
1.0,2.8787743545161932,0.10171574021203393,Boston,LOO-StabCP,RLM,10
0.93,2.9039169553883886,0.01212797883409249,Boston,LOO-StabCP,RLM,100
1.0,2.841402003883807,0.9923008572017642,Boston,OracleCP,RLM,1
0.9,2.8522927607971456,1.0100583190323404,Boston,OracleCP,RLM,10
0.93,2.888083321545431,1.0195547092252562,Boston,OracleCP,RLM,100
1.0,2.787682858852417,59.61115549263785,Boston,FullCP,RLM,1
0.9,2.801464383586366,60.526873089996066,Boston,FullCP,RLM,10
0.91,2.846923104077257,59.92701965886313,Boston,FullCP,RLM,100
1.0,2.4409631857315084,0.719662171445741,Boston,SplitCP,RLM,1
0.9,2.6938366495836283,0.07318824323181612,Boston,SplitCP,RLM,10
0.91,2.8037920685423705,0.007599488296525048,Boston,SplitCP,RLM,100
1.0,2.8630503250211716,0.9832044490627292,Boston,RO-StabCP,RLM,1
0.9,2.882024028572216,0.9890363535559717,Boston,RO-StabCP,RLM,10
0.93,2.9059659567931515,1.0286786652354807,Boston,RO-StabCP,RLM,100
1.0,2.862606504991902,0.9838700399021708,Boston,LOO-StabCP,RLM,1
0.9,2.878991928678357,0.10077167875211074,Boston,LOO-StabCP,RLM,10
0.93,2.9047913062710777,0.012351162956023148,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038838084,0.9882597699622975,Boston,OracleCP,RLM,1
1.0,2.8634732440579866,0.9986810020213278,Boston,OracleCP,RLM,10
0.93,2.8932423488540406,0.9964099445242477,Boston,OracleCP,RLM,100
0.0,2.7859697138607187,59.85051463642179,Boston,FullCP,RLM,1
1.0,2.826416580258612,60.10807576729607,Boston,FullCP,RLM,10
0.93,2.8585377796726514,60.003091563003736,Boston,FullCP,RLM,100
0.0,2.533942060583624,0.7300422190608418,Boston,SplitCP,RLM,1
1.0,2.8917022574343307,0.0734473338554657,Boston,SplitCP,RLM,10
0.97,3.2555374239489945,0.008648040000882415,Boston,SplitCP,RLM,100
1.0,2.8634475727626003,0.984662409949125,Boston,RO-StabCP,RLM,1
1.0,2.8759980909408362,0.9865361290377532,Boston,RO-StabCP,RLM,10
0.93,2.9112553836804973,0.99630436050893,Boston,RO-StabCP,RLM,100
1.0,2.8635580772251634,0.9769447256917906,Boston,LOO-StabCP,RLM,1
1.0,2.875462911867597,0.10032312810991738,Boston,LOO-StabCP,RLM,10
0.93,2.909951236342154,0.0120931124708253,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837586,0.9896543412449369,Boston,OracleCP,RLM,1
0.7,2.810077358392051,0.9973094410323828,Boston,OracleCP,RLM,10
0.91,2.8736838112367007,1.003200415001912,Boston,OracleCP,RLM,100
1.0,2.8569698100324192,60.90200553613104,Boston,FullCP,RLM,1
0.7,2.7648755292087843,60.81209786098991,Boston,FullCP,RLM,10
0.9,2.8247761536494114,60.32561310564427,Boston,FullCP,RLM,100
1.0,2.9795160405071743,0.7518957849558404,Boston,SplitCP,RLM,1
0.8,3.0219436870142853,0.07310080014633438,Boston,SplitCP,RLM,10
0.92,3.0009028109958873,0.007548272169691888,Boston,SplitCP,RLM,100
1.0,2.876833093710358,1.0467366794275221,Boston,RO-StabCP,RLM,1
0.7,2.82027900912497,0.9930846445504966,Boston,RO-StabCP,RLM,10
0.91,2.8905707668913947,0.9908132037720024,Boston,RO-StabCP,RLM,100
1.0,2.8713693090079686,1.058986720353435,Boston,LOO-StabCP,RLM,1
0.7,2.817588752617664,0.10022596912604878,Boston,LOO-StabCP,RLM,10
0.91,2.888736331366778,0.011990680217158978,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837515,1.065293985927191,Boston,OracleCP,RLM,1
1.0,2.8648093233884575,0.9976964576514594,Boston,OracleCP,RLM,10
0.94,2.921257449853855,1.0248435622611929,Boston,OracleCP,RLM,100
1.0,2.787483908136567,59.61468946304726,Boston,FullCP,RLM,1
1.0,2.7914389174188385,60.67388272917124,Boston,FullCP,RLM,10
0.94,2.8804570749755607,59.68913572059094,Boston,FullCP,RLM,100
1.0,2.9777964288057706,0.722641482822289,Boston,SplitCP,RLM,1
1.0,3.5785142818691793,0.07340037367992922,Boston,SplitCP,RLM,10
0.9,2.6578546244006076,0.00853398562612703,Boston,SplitCP,RLM,100
1.0,2.866936981819799,0.9754233752016384,Boston,RO-StabCP,RLM,1
1.0,2.8763462105540496,0.9858592547834687,Boston,RO-StabCP,RLM,10
0.94,2.9433319285686252,1.0105704156532038,Boston,RO-StabCP,RLM,100
1.0,2.865115320388139,0.9856766436092265,Boston,LOO-StabCP,RLM,1
1.0,2.876152537781745,0.10016767373572762,Boston,LOO-StabCP,RLM,10
0.94,2.941711253077147,0.012009787772169812,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837426,0.9859935916280083,Boston,OracleCP,RLM,1
0.9,2.8505755716029304,0.9977239860302222,Boston,OracleCP,RLM,10
0.89,2.794610824143813,0.9973594127216932,Boston,OracleCP,RLM,100
1.0,2.8569698100324192,59.16362489011808,Boston,FullCP,RLM,1
0.9,2.8127768766468426,60.110644003103,Boston,FullCP,RLM,10
0.86,2.780238587900769,60.327511648068956,Boston,FullCP,RLM,100
1.0,3.1939367767211473,0.7241945281143193,Boston,SplitCP,RLM,1
0.9,3.0207167521900127,0.07274778917161182,Boston,SplitCP,RLM,10
0.84,2.538661249292183,0.008123468671048925,Boston,SplitCP,RLM,100
1.0,2.8768330937103284,0.974424988942476,Boston,RO-StabCP,RLM,1
0.9,2.8813561938326964,0.9864211575735087,Boston,RO-StabCP,RLM,10
0.88,2.810069322482334,0.9864342249277671,Boston,RO-StabCP,RLM,100
1.0,2.871369309008017,0.9735692292917654,Boston,LOO-StabCP,RLM,1
0.9,2.877489791385449,0.10020815664567287,Boston,LOO-StabCP,RLM,10
0.88,2.809143587669691,0.012085824022006735,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837795,0.9794327676392269,Boston,OracleCP,RLM,1
0.9,2.837302154086992,0.9931737069523762,Boston,OracleCP,RLM,10
0.92,2.8867287891941675,0.9905323030148329,Boston,OracleCP,RLM,100
1.0,2.857378120636058,58.83361861296257,Boston,FullCP,RLM,1
0.9,2.7921305918465604,60.52250417435477,Boston,FullCP,RLM,10
0.9,2.8223624882666307,60.31224412065999,Boston,FullCP,RLM,100
1.0,2.6898580166722383,0.7240519015058675,Boston,SplitCP,RLM,1
1.0,3.0284391717000356,0.07337446461756426,Boston,SplitCP,RLM,10
0.94,3.36279227281834,0.007548469154795092,Boston,SplitCP,RLM,100
1.0,2.8544718096000734,0.9792901410307752,Boston,RO-StabCP,RLM,1
0.9,2.851447139689782,0.9885295075234573,Boston,RO-StabCP,RLM,10
0.93,2.9069443053246715,0.9969660334705939,Boston,RO-StabCP,RLM,100
1.0,2.8572778879035647,0.9716358463771969,Boston,LOO-StabCP,RLM,1
0.9,2.8528277917249847,0.10037818486744292,Boston,LOO-StabCP,RLM,10
0.93,2.905586154044842,0.012677567272032947,Boston,LOO-StabCP,RLM,100
1.0,2.841402003883778,0.9804786961012065,Boston,OracleCP,RLM,1
1.0,2.865275769001298,0.9905050735287854,Boston,OracleCP,RLM,10
0.87,2.791289185320197,0.9972057643411937,Boston,OracleCP,RLM,100
1.0,2.8574305687639683,58.92713412590411,Boston,FullCP,RLM,1
0.9,2.817832890245841,60.48681282163064,Boston,FullCP,RLM,10
0.85,2.74460961848043,60.8953751819741,Boston,FullCP,RLM,100
1.0,2.9394130697194876,0.6898215154774433,Boston,SplitCP,RLM,1
1.0,2.859598562369873,0.07325787383692195,Boston,SplitCP,RLM,10
0.87,2.865728092451948,0.007654841110525504,Boston,SplitCP,RLM,100
1.0,2.8563959176617404,0.973886177310547,Boston,RO-StabCP,RLM,1
1.0,2.876638393502586,0.993567200837044,Boston,RO-StabCP,RLM,10
0.87,2.809502130074924,0.9945708916007308,Boston,RO-StabCP,RLM,100
1.0,2.8583381793202878,0.9808907285256228,Boston,LOO-StabCP,RLM,1
1.0,2.8765184830883372,0.1004737245349137,Boston,LOO-StabCP,RLM,10
0.87,2.807775844604167,0.012060215958590154,Boston,LOO-StabCP,RLM,100
1.0,2.841402003883718,0.9838066502984144,Boston,OracleCP,RLM,1
0.9,2.8474250645052415,0.9951719433872737,Boston,OracleCP,RLM,10
0.88,2.809803336437976,1.033345833285704,Boston,OracleCP,RLM,100
1.0,2.7877432058390648,60.01715005729628,Boston,FullCP,RLM,1
0.9,2.8022867883459712,60.52839200877721,Boston,FullCP,RLM,10
0.88,2.7738491003875705,62.99026585702454,Boston,FullCP,RLM,100
1.0,2.9860013048332137,0.7280295991415779,Boston,SplitCP,RLM,1
1.0,3.421436160200492,0.0730554592871957,Boston,SplitCP,RLM,10
0.84,2.4536124367640655,0.007830157852377477,Boston,SplitCP,RLM,100
1.0,2.8642477145269014,0.9794169202382879,Boston,RO-StabCP,RLM,1
0.9,2.8701696531825416,0.9938894448002082,Boston,RO-StabCP,RLM,10
0.89,2.8247246748706636,1.029170340053079,Boston,RO-StabCP,RLM,100
1.0,2.8631202717161375,0.978149128163161,Boston,LOO-StabCP,RLM,1
0.9,2.868886998788287,0.10015309988814733,Boston,LOO-StabCP,RLM,10
0.89,2.823692256717786,0.01246108064361124,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837546,1.0293996228001627,Boston,OracleCP,RLM,1
0.8,2.836264471684318,0.9909746752841503,Boston,OracleCP,RLM,10
0.96,2.9705804125691344,0.9936387580923672,Boston,OracleCP,RLM,100
1.0,2.857106421542298,59.08234357070151,Boston,FullCP,RLM,1
0.8,2.7770902179306027,60.49033159616308,Boston,FullCP,RLM,10
0.96,2.9137521544690284,59.391809557575776,Boston,FullCP,RLM,100
1.0,2.8409697072519333,0.7612140567080226,Boston,SplitCP,RLM,1
0.8,2.7570526698302,0.07314452168907525,Boston,SplitCP,RLM,10
0.95,2.771990716498309,0.007914861446755397,Boston,SplitCP,RLM,100
1.0,2.8629805748375996,0.9860252864298864,Boston,RO-StabCP,RLM,1
0.8,2.8586220144559222,0.9856276925385818,Boston,RO-StabCP,RLM,10
0.96,2.994879108803312,0.9936728365152216,Boston,RO-StabCP,RLM,100
1.0,2.8627635881030957,0.9848842735622723,Boston,LOO-StabCP,RLM,1
0.8,2.8544918990810517,0.10043162230857064,Boston,LOO-StabCP,RLM,10
0.96,2.9931526008595557,0.012160481376121227,Boston,LOO-StabCP,RLM,100
1.0,2.84140200388377,0.9933150908618656,Boston,OracleCP,RLM,1
0.9,2.840788788434947,0.9880858148304573,Boston,OracleCP,RLM,10
0.91,2.8658610802230435,0.9940973394126272,Boston,OracleCP,RLM,100
1.0,2.7876115215729875,60.13898487571596,Boston,FullCP,RLM,1
0.9,2.793881044992874,60.84799972484576,Boston,FullCP,RLM,10
0.91,2.82249378690031,60.18519542658662,Boston,FullCP,RLM,100
1.0,2.917684303932277,0.727110449887111,Boston,SplitCP,RLM,1
0.9,3.183230208009883,0.07324329998934166,Boston,SplitCP,RLM,10
0.91,2.9766786582537677,0.007859705617858146,Boston,SplitCP,RLM,100
1.0,2.8628109617925164,1.035928751987066,Boston,RO-StabCP,RLM,1
0.9,2.8669671171330995,0.989528625740906,Boston,RO-StabCP,RLM,10
0.91,2.8793151171586824,0.9942147425341371,Boston,RO-StabCP,RLM,100
1.0,2.8624772228342756,1.0159134846010012,Boston,LOO-StabCP,RLM,1
0.9,2.8637897634554568,0.10064213344028594,Boston,LOO-StabCP,RLM,10
0.91,2.8784393879727697,0.012084248141181099,Boston,LOO-StabCP,RLM,100
1.0,2.841402003883762,0.9965004184506218,Boston,OracleCP,RLM,1
0.8,2.8327937840298154,0.9872437703035962,Boston,OracleCP,RLM,10
0.91,2.8602719577602205,0.9897282098235521,Boston,OracleCP,RLM,100
1.0,2.787739921071328,60.61878078654771,Boston,FullCP,RLM,1
0.8,2.7816999205579593,60.2568925635712,Boston,FullCP,RLM,10
0.9,2.8176256457525546,60.509420299414565,Boston,FullCP,RLM,100
1.0,2.8891660149542586,0.6929434534624431,Boston,SplitCP,RLM,1
0.8,2.787745441975013,0.07621150694652729,Boston,SplitCP,RLM,10
0.88,2.5016425586631486,0.007851629228626764,Boston,SplitCP,RLM,100
1.0,2.868493639700882,0.9728877910513847,Boston,RO-StabCP,RLM,1
0.8,2.8466830990213263,1.0196333368925907,Boston,RO-StabCP,RLM,10
0.91,2.873309594971066,0.9906512820171683,Boston,RO-StabCP,RLM,100
1.0,2.865686557415783,0.9903357794853176,Boston,LOO-StabCP,RLM,1
0.8,2.846651934110293,0.10333181797704825,Boston,LOO-StabCP,RLM,10
0.91,2.8728258890031144,0.012033228999451143,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038838057,0.9863422344486681,Boston,OracleCP,RLM,1
0.9,2.845671242752794,0.9865652767329138,Boston,OracleCP,RLM,10
0.92,2.8792978892560477,0.9943203265494547,Boston,OracleCP,RLM,100
1.0,2.7876859713522526,59.90076674479963,Boston,FullCP,RLM,1
0.9,2.824575322998131,59.86586489777725,Boston,FullCP,RLM,10
0.91,2.818241694573767,60.460226618636,Boston,FullCP,RLM,100
1.0,2.4876512690115984,0.7235130898739387,Boston,SplitCP,RLM,1
0.9,2.790958696457095,0.07311537399391467,Boston,SplitCP,RLM,10
0.88,2.4813864717293157,0.007563243037535427,Boston,SplitCP,RLM,100
1.0,2.85192250582997,0.9783076021725519,Boston,RO-StabCP,RLM,1
0.9,2.8725320208954193,0.9823744858953817,Boston,RO-StabCP,RLM,10
0.92,2.899448373830274,1.0086423254630386,Boston,RO-StabCP,RLM,100
1.0,2.8556397998043397,0.9731096546645319,Boston,LOO-StabCP,RLM,1
0.9,2.869696466682167,0.09987295815132621,Boston,LOO-StabCP,RLM,10
0.92,2.898026881420732,0.012909615723607807,Boston,LOO-StabCP,RLM,100
1.0,2.841402003883772,0.9831410594589729,Boston,OracleCP,RLM,1
1.0,2.8646191985720337,0.99576623250527,Boston,OracleCP,RLM,10
0.92,2.8750698806554107,0.9981581873151872,Boston,OracleCP,RLM,100
1.0,2.7869863656665266,62.275087743097146,Boston,FullCP,RLM,1
0.9,2.8188963368748987,60.286383553808115,Boston,FullCP,RLM,10
0.92,2.808880000757763,60.92399219284213,Boston,FullCP,RLM,100
1.0,2.7775862471077852,0.7780915387081484,Boston,SplitCP,RLM,1
0.9,2.687091088651435,0.07052122912462314,Boston,SplitCP,RLM,10
0.94,3.295803764518407,0.007863054364612623,Boston,SplitCP,RLM,100
1.0,2.857826540722796,1.0423469493673956,Boston,RO-StabCP,RLM,1
1.0,2.8799721703137005,0.9862511293517386,Boston,RO-StabCP,RLM,10
0.92,2.8924406770126114,0.9989705538808025,Boston,RO-StabCP,RLM,100
1.0,2.859540048356114,1.0559123245712525,Boston,LOO-StabCP,RLM,1
1.0,2.8783293866791544,0.10016119647013638,Boston,LOO-StabCP,RLM,10
0.92,2.8921354819022445,0.012686628586780352,Boston,LOO-StabCP,RLM,100
1.0,2.841402003883754,1.005470047382144,Boston,OracleCP,RLM,1
1.0,2.863747233960414,1.00472752945075,Boston,OracleCP,RLM,10
0.92,2.8840589438028394,0.9886394731581412,Boston,OracleCP,RLM,100
1.0,2.8574329843997264,59.89997437475268,Boston,FullCP,RLM,1
1.0,2.810837046210165,60.34204269703364,Boston,FullCP,RLM,10
0.91,2.8227747971898727,60.34695998730833,Boston,FullCP,RLM,100
1.0,3.446241482486628,0.7241786807133802,Boston,SplitCP,RLM,1
1.0,3.3046281389155334,0.07310080014633438,Boston,SplitCP,RLM,10
0.92,2.8798167850222423,0.00784926540738831,Boston,SplitCP,RLM,100
1.0,2.853759064795863,0.9740288039189988,Boston,RO-StabCP,RLM,1
1.0,2.8751982151098185,0.9848050798084944,Boston,RO-StabCP,RLM,10
0.92,2.903821936857511,1.001130101567233,Boston,RO-StabCP,RLM,100
1.0,2.856735199370501,0.978149128163161,Boston,LOO-StabCP,RLM,1
1.0,2.874966482971444,0.09999116824836633,Boston,LOO-StabCP,RLM,10
0.92,2.9026185426071307,0.01219416582876919,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837937,1.00900401779156,Boston,OracleCP,RLM,1
1.0,2.862890762185229,1.004489489940272,Boston,OracleCP,RLM,10
0.91,2.8681286210928643,1.0049912065751438,Boston,OracleCP,RLM,100
1.0,2.8573536694613253,59.17265790865336,Boston,FullCP,RLM,1
1.0,2.8145548558942206,59.97062657213356,Boston,FullCP,RLM,10
0.91,2.819700410968393,60.355044452928944,Boston,FullCP,RLM,100
1.0,2.8273851183274488,0.7324193292017046,Boston,SplitCP,RLM,1
1.0,4.39129354639398,0.07953920214402672,Boston,SplitCP,RLM,10
0.91,2.8935724411433026,0.007822475433352502,Boston,SplitCP,RLM,100
1.0,2.857161187364577,0.9816197089688207,Boston,RO-StabCP,RLM,1
1.0,2.8698983888106198,1.0455602117379257,Boston,RO-StabCP,RLM,10
0.91,2.8820130185117923,0.9909818230203454,Boston,RO-StabCP,RLM,100
1.0,2.8587163395111816,0.9834104652749374,Boston,LOO-StabCP,RLM,1
1.0,2.871096816313687,0.10353585184317231,Boston,LOO-StabCP,RLM,10
0.91,2.881282297585069,0.01217998290133847,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837506,1.0328543562048833,Boston,OracleCP,RLM,1
0.8,2.832351797760622,0.9886023767613588,Boston,OracleCP,RLM,10
0.91,2.8709520481625947,0.9904726165285619,Boston,OracleCP,RLM,100
1.0,2.7877424408943448,61.00266822689611,Boston,FullCP,RLM,1
0.8,2.7643365979962704,60.508683308899464,Boston,FullCP,RLM,10
0.9,2.826598790712816,60.203006819618366,Boston,FullCP,RLM,100
1.0,2.785033240220631,0.7357314359979734,Boston,SplitCP,RLM,1
0.8,2.8052925833153157,0.07284980610467384,Boston,SplitCP,RLM,10
0.93,3.007149916955707,0.008191822501860874,Boston,SplitCP,RLM,100
1.0,2.8678832517237756,1.0025541256093524,Boston,RO-StabCP,RLM,1
0.8,2.8476467608991447,1.0030029574870827,Boston,RO-StabCP,RLM,10
0.91,2.885714282230587,0.98903344336455,Boston,RO-StabCP,RLM,100
1.0,2.865373513566329,0.9864056240524245,Boston,LOO-StabCP,RLM,1
0.8,2.847118133951387,0.10693317764577757,Boston,LOO-StabCP,RLM,10
0.91,2.884532869951849,0.012050169718326727,Boston,LOO-StabCP,RLM,100
1.0,2.841402003883758,1.0306040252715334,Boston,OracleCP,RLM,1
0.9,2.8398193775432654,0.9973774523210909,Boston,OracleCP,RLM,10
0.94,2.9116035115224053,0.9928854870577134,Boston,OracleCP,RLM,100
1.0,2.857210168596372,60.03756150970582,Boston,FullCP,RLM,1
0.9,2.8044826052002443,59.972082337575195,Boston,FullCP,RLM,10
0.93,2.8633640692167273,59.75384887272547,Boston,FullCP,RLM,100
1.0,2.889515585540579,0.7896442939927415,Boston,SplitCP,RLM,1
1.0,3.3790881228757685,0.07293239124096215,Boston,SplitCP,RLM,10
0.92,2.752718669070965,0.008295830636352832,Boston,SplitCP,RLM,100
1.0,2.8632484082738596,1.0691449043553887,Boston,RO-StabCP,RLM,1
0.9,2.863268575794854,0.9856147380073994,Boston,RO-StabCP,RLM,10
0.94,2.933534634771499,0.9999156884059776,Boston,RO-StabCP,RLM,100
1.0,2.8628497083770275,1.069224141360084,Boston,LOO-StabCP,RLM,1
0.9,2.861139353758362,0.1025901710668513,Boston,LOO-StabCP,RLM,10
0.94,2.9320676278018216,0.012205787949858254,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837973,1.0308734310874978,Boston,OracleCP,RLM,1
1.0,2.8647193513447684,1.047875834186794,Boston,OracleCP,RLM,10
0.87,2.7949662434066345,0.9939247804622201,Boston,OracleCP,RLM,100
1.0,2.8573957586135643,59.994345647344936,Boston,FullCP,RLM,1
1.0,2.812138149173257,59.932818772877496,Boston,FullCP,RLM,10
0.86,2.7340888146667557,61.60449712735738,Boston,FullCP,RLM,100
1.0,2.966378465147945,0.7353510983754353,Boston,SplitCP,RLM,1
1.0,2.744819026504715,0.07267491993371036,Boston,SplitCP,RLM,10
0.84,2.5032124048864794,0.007568955605528356,Boston,SplitCP,RLM,100
1.0,2.854059170382628,1.0121101083756208,Boston,RO-StabCP,RLM,1
1.0,2.8791256318977103,0.9844391143025893,Boston,RO-StabCP,RLM,10
0.87,2.814319311778369,0.9916923482876039,Boston,RO-StabCP,RLM,100
1.0,2.8569866686038488,0.9974354151060278,Boston,LOO-StabCP,RLM,1
1.0,2.8780114788852615,0.09992963422524956,Boston,LOO-StabCP,RLM,10
0.87,2.813411853414625,0.012035592820689597,Boston,LOO-StabCP,RLM,100
0.0,2.841402003883779,1.0137899328751638,Boston,OracleCP,RLM,1
0.9,2.838487874530853,0.9866672936659758,Boston,OracleCP,RLM,10
0.91,2.8372526073145448,1.024615453511682,Boston,OracleCP,RLM,100
0.0,2.782502268023483,60.422003609087085,Boston,FullCP,RLM,1
0.9,2.790257513209755,60.61580432724739,Boston,FullCP,RLM,10
0.89,2.8232294014831947,60.554070715772816,Boston,FullCP,RLM,100
0.0,2.766600051777081,0.7493126586027695,Boston,SplitCP,RLM,1
0.9,2.9101644988064046,0.07283523225709355,Boston,SplitCP,RLM,10
0.9,2.7735492646693256,0.007564030977948245,Boston,SplitCP,RLM,100
0.0,2.865694850520155,1.00970130343288,Boston,RO-StabCP,RLM,1
0.9,2.8602074111323232,0.9878218662576144,Boston,RO-StabCP,RLM,10
0.9,2.8610561785440094,0.9916088266038452,Boston,RO-StabCP,RLM,100
0.0,2.8594233520838217,1.002680904816865,Boston,LOO-StabCP,RLM,1
0.9,2.858631890193324,0.09970616856235179,Boston,LOO-StabCP,RLM,10
0.9,2.8599702181522133,0.012113795906661768,Boston,LOO-StabCP,RLM,100
0.0,2.841402003883777,1.0114603649371183,Boston,OracleCP,RLM,1
1.0,2.86587256540551,0.9906329995242124,Boston,OracleCP,RLM,10
0.89,2.8307817808443674,0.9974923776663561,Boston,OracleCP,RLM,100
0.0,2.782183813120759,61.681871983744365,Boston,FullCP,RLM,1
1.0,2.8321136280096866,59.992856547642695,Boston,FullCP,RLM,10
0.88,2.7731005948368272,60.88876317999994,Boston,FullCP,RLM,100
0.0,2.9703791155293713,0.7490432527868051,Boston,SplitCP,RLM,1
