FDP,Power,Time,Method,q,LogTime
0.16981132075471697,0.9565217391304348,0.006011247634887695,LOO-cfBH,0.2,-2.221035380790322
0.19642857142857142,0.9782608695652174,0.006349086761474609,LOO-cfBH,0.3,-2.1972887381686452
0.037037037037037035,0.5652173913043478,0.0037717819213867188,cfBH,0.1,-2.4234534254459286
0.19230769230769232,0.9130434782608695,0.003596067428588867,cfBH,0.2,-2.444172173560188
0.2923076923076923,1.0,0.0035800933837890625,cfBH,0.3,-2.4461056449942964
0.0,0.30434782608695654,0.29883694648742676,RO-cfBH,0.1,-0.5245657098563784
0.0,0.7608695652173914,0.29934096336364746,RO-cfBH,0.2,-0.5238338479927926
0.15384615384615385,0.9565217391304348,0.2909812927246094,RO-cfBH,0.3,-0.5361349310403133
0.0,0.717391304347826,0.005812883377075195,LOO-cfBH,0.1,-2.235608390135093
0.16981132075471697,0.9565217391304348,0.005826234817504883,LOO-cfBH,0.2,-2.2346120157791507
0.19642857142857142,0.9782608695652174,0.005772829055786133,LOO-cfBH,0.3,-2.238611302578968
0.1111111111111111,0.6956521739130435,0.003548145294189453,cfBH,0.1,-2.4499986044060513
0.22807017543859648,0.9565217391304348,0.0035729408264160156,cfBH,0.2,-2.446974176345504
0.2923076923076923,1.0,0.0035278797149658203,cfBH,0.3,-2.452486230801315
0.0,0.30434782608695654,0.29073309898376465,RO-cfBH,0.1,-0.5365055224513864
0.0,0.7608695652173914,0.2893650531768799,RO-cfBH,0.2,-0.5385539201032481
0.15384615384615385,0.9565217391304348,0.2900080680847168,RO-cfBH,0.3,-0.5375899197702452
0.0,0.717391304347826,0.005824089050292969,LOO-cfBH,0.1,-2.234771993283758
0.16981132075471697,0.9565217391304348,0.0058057308197021484,LOO-cfBH,0.2,-2.2361431039208184
0.19642857142857142,0.9782608695652174,0.005825996398925781,LOO-cfBH,0.3,-2.2346297881476143
0.08333333333333333,0.717391304347826,0.0035851001739501953,cfBH,0.1,-2.445498704881539
0.18518518518518517,0.9565217391304348,0.0035262107849121094,cfBH,0.2,-2.452691730610694
0.21052631578947367,0.9782608695652174,0.0035190582275390625,cfBH,0.3,-2.4535735471205635
0.0,0.32608695652173914,0.29018115997314453,RO-cfBH,0.1,-0.5373307875747432
0.0,0.7608695652173914,0.29103684425354004,RO-cfBH,0.2,-0.5360520273608013
0.15384615384615385,0.9565217391304348,0.28931617736816406,RO-cfBH,0.3,-0.5386272817156658
0.0,0.717391304347826,0.005851268768310547,LOO-cfBH,0.1,-2.232749952835553
0.16981132075471697,0.9565217391304348,0.005789995193481445,LOO-cfBH,0.2,-2.2373217967985313
0.19642857142857142,0.9782608695652174,0.005757808685302734,LOO-cfBH,0.3,-2.2397427695200554
0.14583333333333334,0.8913043478260869,0.003511190414428711,cfBH,0.1,-2.4545456177880545
0.19298245614035087,1.0,0.003535032272338867,cfBH,0.2,-2.4516066170482103
0.2459016393442623,1.0,0.0035309791564941406,cfBH,0.3,-2.4521048460863777
0.0,0.32608695652173914,0.2892310619354248,RO-cfBH,0.1,-0.538755067868702
0.0,0.7608695652173914,0.2912566661834717,RO-cfBH,0.2,-0.535724125867844
0.15384615384615385,0.9565217391304348,0.2903401851654053,RO-cfBH,0.3,-0.537092850534914
0.0,0.717391304347826,0.0057468414306640625,LOO-cfBH,0.1,-2.2405707859422854
0.16981132075471697,0.9565217391304348,0.005857944488525391,LOO-cfBH,0.2,-2.2322547481275055
0.19642857142857142,0.9782608695652174,0.005805015563964844,LOO-cfBH,0.3,-2.2361966115266156
0.13333333333333333,0.8478260869565217,0.0035200119018554688,cfBH,0.1,-2.453455868083967
0.2,0.9565217391304348,0.0035581588745117188,cfBH,0.2,-2.448774664238795
0.2923076923076923,1.0,0.0035560131072998047,cfBH,0.3,-2.4490366469095046
0.0,0.32608695652173914,0.2904016971588135,RO-cfBH,0.1,-0.5370008498708633
0.0,0.7608695652173914,0.2936840057373047,RO-cfBH,0.2,-0.5321197048533508
0.15384615384615385,0.9565217391304348,0.2932851314544678,RO-cfBH,0.3,-0.532709953695063
0.0,0.717391304347826,0.005811214447021484,LOO-cfBH,0.1,-2.235733097812017
0.16981132075471697,0.9565217391304348,0.006041049957275391,LOO-cfBH,0.2,-2.218887572799035
0.19642857142857142,0.9782608695652174,0.005832195281982422,LOO-cfBH,0.3,-2.2341679427717858
0.0,0.43478260869565216,0.003576040267944336,cfBH,0.1,-2.446597599482507
0.17307692307692307,0.9347826086956522,0.003734111785888672,cfBH,0.2,-2.427812684976142
0.23333333333333334,1.0,0.003595113754272461,cfBH,0.3,-2.444287363397586
0.0,0.30434782608695654,0.29784393310546875,RO-cfBH,0.1,-0.5260112417818624
0.0,0.7608695652173914,0.29697084426879883,RO-cfBH,0.2,-0.5272861863552584
0.15384615384615385,0.9565217391304348,0.2939169406890869,RO-cfBH,0.3,-0.5317753814817981
0.0,0.717391304347826,0.006244182586669922,LOO-cfBH,0.1,-2.204524406182354
0.16981132075471697,0.9565217391304348,0.005908966064453125,LOO-cfBH,0.2,-2.2284885041924554
0.19642857142857142,0.9782608695652174,0.005889892578125,LOO-cfBH,0.3,-2.229892625951944
0.043478260869565216,0.4782608695652174,0.003651857376098633,cfBH,0.1,-2.4374861922502493
0.23728813559322035,0.9782608695652174,0.003548145294189453,cfBH,0.2,-2.4499986044060513
0.21428571428571427,0.9565217391304348,0.003538846969604492,cfBH,0.3,-2.4511382171571396
0.0,0.32608695652173914,0.29554295539855957,RO-cfBH,0.1,-0.5293793880931178
0.0,0.7608695652173914,0.2904198169708252,RO-cfBH,0.2,-0.5369737526157481
0.15384615384615385,0.9565217391304348,0.2964060306549072,RO-cfBH,0.3,-0.5281129644798063
0.0,0.717391304347826,0.005821943283081055,LOO-cfBH,0.1,-2.2349320297396864
0.16981132075471697,0.9565217391304348,0.005835056304931641,LOO-cfBH,0.2,-2.233954948906848
0.19642857142857142,0.9782608695652174,0.0060307979583740234,LOO-cfBH,0.3,-2.219625220863
0.038461538461538464,0.5434782608695652,0.003756999969482422,cfBH,0.1,-2.425158808464328
0.11363636363636363,0.8478260869565217,0.0035228729248046875,cfBH,0.2,-2.453103022175401
0.15384615384615385,0.9565217391304348,0.0036139488220214844,cfBH,0.3,-2.4420180018777544
0.0,0.30434782608695654,0.29236292839050293,RO-cfBH,0.1,-0.5340776967488425
0.0,0.7608695652173914,0.291370153427124,RO-cfBH,0.2,-0.5355549373490563
0.15384615384615385,0.9565217391304348,0.29463911056518555,RO-cfBH,0.3,-0.5307096051673131
0.0,0.717391304347826,0.005815029144287109,LOO-cfBH,0.1,-2.2354481042938557
0.16981132075471697,0.9565217391304348,0.00585484504699707,LOO-cfBH,0.2,-2.2324845943789158
0.19642857142857142,0.9782608695652174,0.0058498382568359375,LOO-cfBH,0.3,-2.232856141633157
0.0,0.6086956521739131,0.003721952438354492,cfBH,0.1,-2.429229180880741
0.1111111111111111,0.8695652173913043,0.003864765167236328,cfBH,0.2,-2.4128768897590716
0.20689655172413793,1.0,0.0035309791564941406,cfBH,0.3,-2.4521048460863777
0.0,0.30434782608695654,0.29581308364868164,RO-cfBH,0.1,-0.5289826213101729
0.0,0.7608695652173914,0.2959291934967041,RO-cfBH,0.2,-0.5288121894553418
0.15384615384615385,0.9565217391304348,0.2964801788330078,RO-cfBH,0.3,-0.5280043360642863
0.0,0.717391304347826,0.006271839141845703,LOO-cfBH,0.1,-2.2026050888288227
0.16981132075471697,0.9565217391304348,0.005838155746459961,LOO-cfBH,0.2,-2.2337243233723445
0.19642857142857142,0.9782608695652174,0.006259918212890625,LOO-cfBH,0.3,-2.203431340898568
0.07692307692307693,0.782608695652174,0.0037560462951660156,cfBH,0.1,-2.4252690634742886
0.13636363636363635,0.8260869565217391,0.003573894500732422,cfBH,0.2,-2.446858271759307
0.23333333333333334,1.0,0.0036029815673828125,cfBH,0.3,-2.443337959693809
0.0,0.30434782608695654,0.29608988761901855,RO-cfBH,0.1,-0.5285764248506677
0.0,0.7608695652173914,0.2937428951263428,RO-cfBH,0.2,-0.5320326290427266
0.15384615384615385,0.9565217391304348,0.29167604446411133,RO-cfBH,0.3,-0.535099238290915
0.0,0.717391304347826,0.005880117416381836,LOO-cfBH,0.1,-2.2306140016827753
0.16981132075471697,0.9565217391304348,0.0058782100677490234,LOO-cfBH,0.2,-2.2307548977404297
0.19642857142857142,0.9782608695652174,0.005815982818603516,LOO-cfBH,0.3,-2.235376885126444
0.13043478260869565,0.8695652173913043,0.003535032272338867,cfBH,0.1,-2.4516066170482103
0.10256410256410256,0.7608695652173914,0.0036499500274658203,cfBH,0.2,-2.4377130815556924
0.26229508196721313,0.9782608695652174,0.003576040267944336,cfBH,0.3,-2.446597599482507
0.0,0.30434782608695654,0.29184913635253906,RO-cfBH,0.1,-0.5348415875273062
0.0,0.7608695652173914,0.29474925994873047,RO-cfBH,0.2,-0.5305472766504684
0.15384615384615385,0.9565217391304348,0.29142284393310547,RO-cfBH,0.3,-0.5354764079358257
0.0,0.717391304347826,0.006225109100341797,LOO-cfBH,0.1,-2.205853032784642
0.16981132075471697,0.9565217391304348,0.0059680938720703125,LOO-cfBH,0.2,-2.2241643544694494
0.19642857142857142,0.9782608695652174,0.006154060363769531,LOO-cfBH,0.3,-2.210838248172499
0.0625,0.6521739130434783,0.0035941600799560547,cfBH,0.1,-2.4444025837953975
0.14285714285714285,0.9130434782608695,0.0036573410034179688,cfBH,0.2,-2.4368345449946243
0.2923076923076923,1.0,0.0038766860961914062,cfBH,0.3,-2.411539363349537
0.0,0.32608695652173914,0.29337310791015625,RO-cfBH,0.1,-0.5325796983369496
0.0,0.7608695652173914,0.29934120178222656,RO-cfBH,0.2,-0.5238335020868035
0.15384615384615385,0.9565217391304348,0.30275511741638184,RO-cfBH,0.3,-0.5189085073197965
0.0,0.717391304347826,0.006330728530883789,LOO-cfBH,0.1,-2.1985463091395516
0.16981132075471697,0.9565217391304348,0.006452322006225586,LOO-cfBH,0.2,-2.190283967067744
0.19642857142857142,0.9782608695652174,0.0059299468994140625,LOO-cfBH,0.3,-2.226949195572451
0.05263157894736842,0.391304347826087,0.003923892974853516,cfBH,0.1,-2.4062828466194133
0.23333333333333334,1.0,0.0035638809204101562,cfBH,0.2,-2.448076815429986
0.2698412698412698,1.0,0.0035512447357177734,cfBH,0.3,-2.449619397056524
0.0,0.32608695652173914,0.2989771366119385,RO-cfBH,0.1,-0.5243620217856887
0.0,0.7608695652173914,0.29257893562316895,RO-cfBH,0.2,-0.5337569443485318
0.15384615384615385,0.9565217391304348,0.29041314125061035,RO-cfBH,0.3,-0.5369837356183003
0.0,0.717391304347826,0.0060160160064697266,LOO-cfBH,0.1,-2.2206910169123866
0.16981132075471697,0.9565217391304348,0.005867719650268555,LOO-cfBH,0.2,-2.231530644189684
0.19642857142857142,0.9782608695652174,0.005778312683105469,LOO-cfBH,0.3,-2.238198960783094
0.0,0.30434782608695654,0.003551006317138672,cfBH,0.1,-2.449648555100236
0.21428571428571427,0.9565217391304348,0.0035419464111328125,cfBH,0.2,-2.4507580138758622
0.2923076923076923,1.0,0.003529071807861328,cfBH,0.3,-2.4523395047342067
0.0,0.32608695652173914,0.2923750877380371,RO-cfBH,0.1,-0.5340596348565326
0.0,0.7608695652173914,0.2931220531463623,RO-cfBH,0.2,-0.5329515060259825
0.15384615384615385,0.9565217391304348,0.29030394554138184,RO-cfBH,0.3,-0.5371470616013064
0.0,0.717391304347826,0.005806922912597656,LOO-cfBH,0.1,-2.2360539392251013
0.16981132075471697,0.9565217391304348,0.0058040618896484375,LOO-cfBH,0.2,-2.2362679652574755
0.19642857142857142,0.9782608695652174,0.0058040618896484375,LOO-cfBH,0.3,-2.2362679652574755
0.09090909090909091,0.8695652173913043,0.0037031173706054688,cfBH,0.1,-2.4314325227335765
0.17857142857142858,1.0,0.0035660266876220703,cfBH,0.2,-2.447815410952131
0.25806451612903225,1.0,0.0035750865936279297,cfBH,0.3,-2.4467134345120405
0.0,0.32608695652173914,0.29270291328430176,RO-cfBH,0.1,-0.533572954993608
0.0,0.7608695652173914,0.2927970886230469,RO-cfBH,0.2,-0.533433245923863
0.15384615384615385,0.9565217391304348,0.29175305366516113,RO-cfBH,0.3,-0.5349845896682351
0.0,0.717391304347826,0.005866050720214844,LOO-cfBH,0.1,-2.2316541862558763
0.16981132075471697,0.9565217391304348,0.0058917999267578125,LOO-cfBH,0.2,-2.229752009314192
0.19642857142857142,0.9782608695652174,0.005806922912597656,LOO-cfBH,0.3,-2.2360539392251013
0.14285714285714285,0.9130434782608695,0.003549814224243164,cfBH,0.1,-2.4497943746906006
0.18181818181818182,0.9782608695652174,0.0037071704864501953,cfBH,0.2,-2.4309574410483927
0.2459016393442623,1.0,0.003648042678833008,cfBH,0.3,-2.4379400894573147
0.0,0.32608695652173914,0.29392218589782715,RO-cfBH,0.1,-0.5317676311803659
0.0,0.7608695652173914,0.2971189022064209,RO-cfBH,0.2,-0.5270697182306223
0.15384615384615385,0.9565217391304348,0.2950930595397949,RO-cfBH,0.3,-0.5300410047969399
0.0,0.717391304347826,0.005980014801025391,LOO-cfBH,0.1,-2.2232977410959203
0.16981132075471697,0.9565217391304348,0.006058931350708008,LOO-cfBH,0.2,-2.2176039681467445
0.19642857142857142,0.9782608695652174,0.0058748722076416016,LOO-cfBH,0.3,-2.231001575885111
0.0,0.5652173913043478,0.003930091857910156,cfBH,0.1,-2.4055972987550356
0.2037037037037037,0.9347826086956522,0.0035660266876220703,cfBH,0.2,-2.447815410952131
0.2923076923076923,1.0,0.0037429332733154297,cfBH,0.3,-2.4267879151482585
0.0,0.30434782608695654,0.29478979110717773,RO-cfBH,0.1,-0.5304875606453793
0.0,0.7608695652173914,0.2923150062561035,RO-cfBH,0.2,-0.5341488891689562
0.15384615384615385,0.9565217391304348,0.2903010845184326,RO-cfBH,0.3,-0.5371513417105549
0.0,0.717391304347826,0.005831718444824219,LOO-cfBH,0.1,-2.2342034519073195
0.16981132075471697,0.9565217391304348,0.005988121032714844,LOO-cfBH,0.2,-2.222709430221275
0.19642857142857142,0.9782608695652174,0.00581812858581543,LOO-cfBH,0.3,-2.2352166846886528
0.13953488372093023,0.8043478260869565,0.0035452842712402344,cfBH,0.1,-2.450348936085632
0.15384615384615385,0.9565217391304348,0.003538846969604492,cfBH,0.2,-2.4511382171571396
0.2542372881355932,0.9565217391304348,0.0035851001739501953,cfBH,0.3,-2.445498704881539
0.0,0.32608695652173914,0.29207491874694824,RO-cfBH,0.1,-0.5345057354519096
0.0,0.7608695652173914,0.29070520401000977,RO-cfBH,0.2,-0.5365471937108184
0.15384615384615385,0.9565217391304348,0.2939610481262207,RO-cfBH,0.3,-0.5317102128006824
0.0,0.717391304347826,0.005852937698364258,LOO-cfBH,0.1,-2.232626098711827
0.16981132075471697,0.9565217391304348,0.0059032440185546875,LOO-cfBH,0.2,-2.228909264259506
0.19642857142857142,0.9782608695652174,0.005810737609863281,LOO-cfBH,0.3,-2.2357687351551547
0.09302325581395349,0.8478260869565217,0.0035409927368164062,cfBH,0.1,-2.450874964053465
0.18518518518518517,0.9565217391304348,0.0035240650177001953,cfBH,0.2,-2.4529560876130145
0.2923076923076923,1.0,0.0035207271575927734,cfBH,0.3,-2.45336762972765
0.0,0.32608695652173914,0.29180407524108887,RO-cfBH,0.1,-0.5349086471843127
0.0,0.7608695652173914,0.2911341190338135,RO-cfBH,0.2,-0.5359068950771307
0.15384615384615385,0.9565217391304348,0.2908449172973633,RO-cfBH,0.3,-0.5363385213756562
0.0,0.717391304347826,0.005805015563964844,LOO-cfBH,0.1,-2.2361966115266156
0.16981132075471697,0.9565217391304348,0.005794048309326172,LOO-cfBH,0.2,-2.2370178880783538
0.19642857142857142,0.9782608695652174,0.005855083465576172,LOO-cfBH,0.3,-2.2324669095786733
0.029411764705882353,0.717391304347826,0.003559112548828125,cfBH,0.1,-2.4486582782051616
0.13333333333333333,0.8478260869565217,0.0035789012908935547,cfBH,0.2,-2.4462502796517436
0.23333333333333334,1.0,0.0035598278045654297,cfBH,0.3,-2.4485710091439006
0.0,0.32608695652173914,0.2909982204437256,RO-cfBH,0.1,-0.5361096668691901
0.0,0.7608695652173914,0.2905137538909912,RO-cfBH,0.2,-0.5368333018362549
0.15384615384615385,0.9565217391304348,0.29256296157836914,RO-cfBH,0.3,-0.5337806563388888
0.0,0.717391304347826,0.005810976028442383,LOO-cfBH,0.1,-2.235750916118045
0.16981132075471697,0.9565217391304348,0.0058329105377197266,LOO-cfBH,0.2,-2.234114684511629
0.19642857142857142,0.9782608695652174,0.005822896957397461,LOO-cfBH,0.3,-2.2348608951452187
0.075,0.8043478260869565,0.0035581588745117188,cfBH,0.1,-2.448774664238795
0.18181818181818182,0.9782608695652174,0.003675222396850586,cfBH,0.2,-2.4347163755450594
0.23728813559322035,0.9782608695652174,0.0035848617553710938,cfBH,0.3,-2.4455275875658113
0.0,0.30434782608695654,0.29048991203308105,RO-cfBH,0.1,-0.5368689449412534
0.0,0.7608695652173914,0.2941701412200928,RO-cfBH,0.2,-0.5314014110151504
0.15384615384615385,0.9565217391304348,0.2929060459136963,RO-cfBH,0.3,-0.5332716638941699
0.0,0.717391304347826,0.00586390495300293,LOO-cfBH,0.1,-2.231813077712236
0.16981132075471697,0.9565217391304348,0.0058710575103759766,LOO-cfBH,0.2,-2.231283665437937
0.19642857142857142,0.9782608695652174,0.005924701690673828,LOO-cfBH,0.3,-2.2273335115382356
0.0,0.34782608695652173,0.003561258316040039,cfBH,0.1,-2.4483965236124643
0.15384615384615385,0.9565217391304348,0.0036160945892333984,cfBH,0.2,-2.441760217841356
0.28125,1.0,0.0035619735717773438,cfBH,0.3,-2.4483093071282065
0.0,0.32608695652173914,0.2941629886627197,RO-cfBH,0.1,-0.5314119707339252
0.0,0.7608695652173914,0.29454469680786133,RO-cfBH,0.2,-0.530848792204226
0.15384615384615385,0.9565217391304348,0.2981290817260742,RO-cfBH,0.3,-0.5255956575898967
0.0,0.717391304347826,0.006323337554931641,LOO-cfBH,0.1,-2.199053633886418
0.16981132075471697,0.9565217391304348,0.0059528350830078125,LOO-cfBH,0.2,-2.22527614895031
0.19642857142857142,0.9782608695652174,0.005808830261230469,LOO-cfBH,0.3,-2.2359113137782027
0.0,0.0,0.0035521984100341797,cfBH,0.1,-2.4495027844541175
0.2413793103448276,0.9565217391304348,0.0035521984100341797,cfBH,0.2,-2.4495027844541175
0.19642857142857142,0.9782608695652174,0.0035829544067382812,cfBH,0.3,-2.4457587182162395
0.0,0.32608695652173914,0.2908148765563965,RO-cfBH,0.1,-0.5363833810279258
0.0,0.7608695652173914,0.2934720516204834,RO-cfBH,0.2,-0.5324332518437872
0.15384615384615385,0.9565217391304348,0.29207491874694824,RO-cfBH,0.3,-0.5345057354519096
0.0,0.717391304347826,0.00586390495300293,LOO-cfBH,0.1,-2.231813077712236
0.16981132075471697,0.9565217391304348,0.005871772766113281,LOO-cfBH,0.2,-2.231230759688142
0.19642857142857142,0.9782608695652174,0.005805015563964844,LOO-cfBH,0.3,-2.2361966115266156
0.15555555555555556,0.8260869565217391,0.0035562515258789062,cfBH,0.1,-2.4490075299183167
0.25806451612903225,1.0,0.0035829544067382812,cfBH,0.2,-2.4457587182162395
0.2698412698412698,1.0,0.003916025161743164,cfBH,0.3,-2.407154526375768
0.0,0.32608695652173914,0.30115509033203125,RO-cfBH,0.1,-0.5212097916850703
0.0,0.7608695652173914,0.2967569828033447,RO-cfBH,0.2,-0.527599053140746
0.15384615384615385,0.9565217391304348,0.30132603645324707,RO-cfBH,0.3,-0.5209633409471519
0.0,0.717391304347826,0.006087779998779297,LOO-cfBH,0.1,-2.215541050561163
0.16981132075471697,0.9565217391304348,0.005894184112548828,LOO-cfBH,0.2,-2.22957630251813
0.19642857142857142,0.9782608695652174,0.006060123443603516,LOO-cfBH,0.3,-2.2175185292446367
0.11363636363636363,0.8478260869565217,0.0036668777465820312,cfBH,0.1,-2.435703569142174
0.2037037037037037,0.9347826086956522,0.003618001937866211,cfBH,0.2,-2.4415312048602913
0.2923076923076923,1.0,0.003559112548828125,cfBH,0.3,-2.4486582782051616
0.0,0.30434782608695654,0.29470014572143555,RO-cfBH,0.1,-0.5306196494028753
0.0,0.7608695652173914,0.2924842834472656,RO-cfBH,0.2,-0.533897465634826
0.15384615384615385,0.9565217391304348,0.29055166244506836,RO-cfBH,0.3,-0.5367766353219068
0.0,0.717391304347826,0.005834102630615234,LOO-cfBH,0.1,-2.234025935255797
0.16981132075471697,0.9565217391304348,0.005859851837158203,LOO-cfBH,0.2,-2.2321133647187845
0.19642857142857142,0.9782608695652174,0.005830287933349609,LOO-cfBH,0.3,-2.2343099967372044
0.02857142857142857,0.7391304347826086,0.0035409927368164062,cfBH,0.1,-2.450874964053465
0.17647058823529413,0.9130434782608695,0.004037141799926758,cfBH,0.2,-2.3939259962314496
0.23333333333333334,1.0,0.003564119338989258,cfBH,0.3,-2.448047762716867
0.0,0.30434782608695654,0.2947525978088379,RO-cfBH,0.1,-0.5305423585515449
0.0,0.7608695652173914,0.29555201530456543,RO-cfBH,0.2,-0.5293660749458903
0.15384615384615385,0.9565217391304348,0.29219675064086914,RO-cfBH,0.3,-0.534324617924606
0.0,0.717391304347826,0.006448030471801758,LOO-cfBH,0.1,-2.190572918829503
0.16981132075471697,0.9565217391304348,0.005990266799926758,LOO-cfBH,0.2,-2.222553834179041
0.19642857142857142,0.9782608695652174,0.005844831466674805,LOO-cfBH,0.3,-2.233228007025389
0.03225806451612903,0.6521739130434783,0.0035490989685058594,cfBH,0.1,-2.4498818899517336
0.14285714285714285,0.9130434782608695,0.0036306381225585938,cfBH,0.2,-2.4400170364652567
0.22413793103448276,0.9782608695652174,0.0035440921783447266,cfBH,0.3,-2.4504949910666296
0.0,0.30434782608695654,0.2919900417327881,RO-cfBH,0.1,-0.5346319598332503
0.0,0.7608695652173914,0.29520726203918457,RO-cfBH,0.2,-0.5298729631608093
0.15384615384615385,0.9565217391304348,0.29240918159484863,RO-cfBH,0.3,-0.5340089947327354
0.0,0.717391304347826,0.006281852722167969,LOO-cfBH,0.1,-2.2019122498381103
0.16981132075471697,0.9565217391304348,0.0057828426361083984,LOO-cfBH,0.2,-2.237858625645504
0.19642857142857142,0.9782608695652174,0.005986928939819336,LOO-cfBH,0.3,-2.2227958965607613
0.0,0.5652173913043478,0.0035610198974609375,cfBH,0.1,-2.4484255996665643
0.19298245614035087,1.0,0.003529071807861328,cfBH,0.2,-2.4523395047342067
0.28125,1.0,0.0035288333892822266,cfBH,0.3,-2.452368845982193
0.0,0.32608695652173914,0.2906641960144043,RO-cfBH,0.1,-0.5366084612843582
0.0,0.7608695652173914,0.29157495498657227,RO-cfBH,0.2,-0.5352497827486344
0.15384615384615385,0.9565217391304348,0.2900731563568115,RO-cfBH,0.3,-0.5374924593583754
0.0,0.717391304347826,0.005785942077636719,LOO-cfBH,0.1,-2.2376259183355756
0.16981132075471697,0.9565217391304348,0.005778312683105469,LOO-cfBH,0.2,-2.238198960783094
0.19642857142857142,0.9782608695652174,0.0057370662689208984,LOO-cfBH,0.3,-2.2413101335478456
0.02702702702702703,0.782608695652174,0.0035619735717773438,cfBH,0.1,-2.4483093071282065
0.13333333333333333,0.8478260869565217,0.004042863845825195,cfBH,0.2,-2.3933108844398827
0.19642857142857142,0.9782608695652174,0.0035440921783447266,cfBH,0.3,-2.4504949910666296
0.0,0.32608695652173914,0.2938988208770752,RO-cfBH,0.1,-0.5318021563146177
0.0,0.7608695652173914,0.293231725692749,RO-cfBH,0.2,-0.5327890437583673
0.15384615384615385,0.9565217391304348,0.29114294052124023,RO-cfBH,0.3,-0.5358937359692832
0.0,0.717391304347826,0.006232738494873047,LOO-cfBH,0.1,-2.205321094288189
0.16981132075471697,0.9565217391304348,0.0058650970458984375,LOO-cfBH,0.2,-2.2317247975042074
0.19642857142857142,0.9782608695652174,0.00583195686340332,LOO-cfBH,0.3,-2.234185696976637
0.08108108108108109,0.7391304347826086,0.0035529136657714844,cfBH,0.1,-2.4494153455460195
0.06976744186046512,0.8695652173913043,0.003551006317138672,cfBH,0.2,-2.449648555100236
0.2923076923076923,1.0,0.0035550594329833984,cfBH,0.3,-2.4491531343994817
0.0,0.32608695652173914,0.29049015045166016,RO-cfBH,0.1,-0.5368685884957228
0.0,0.7608695652173914,0.29244494438171387,RO-cfBH,0.2,-0.5339558820664395
0.15384615384615385,0.9565217391304348,0.29114413261413574,RO-cfBH,0.3,-0.5358919577420468
0.0,0.717391304347826,0.005785942077636719,LOO-cfBH,0.1,-2.2376259183355756
0.16981132075471697,0.9565217391304348,0.005838871002197266,LOO-cfBH,0.2,-2.2336711194828722
0.19642857142857142,0.9782608695652174,0.00580906867980957,LOO-cfBH,0.3,-2.235893488890273
0.0,0.6304347826086957,0.003554105758666992,cfBH,0.1,-2.449269653142391
0.17307692307692307,0.9347826086956522,0.0035598278045654297,cfBH,0.2,-2.4485710091439006
0.16666666666666666,0.9782608695652174,0.0035309791564941406,cfBH,0.3,-2.4521048460863777
0.0,0.32608695652173914,0.29069018363952637,RO-cfBH,0.1,-0.5365696337375442
0.0,0.7608695652173914,0.29154300689697266,RO-cfBH,0.2,-0.5352973713325618
0.15384615384615385,0.9565217391304348,0.2896091938018799,RO-cfBH,0.3,-0.5381876553407526
0.0,0.717391304347826,0.005803823471069336,LOO-cfBH,0.1,-2.2362858055221033
0.16981132075471697,0.9565217391304348,0.005774736404418945,LOO-cfBH,0.2,-2.238467834936947
0.19642857142857142,0.9782608695652174,0.0057828426361083984,LOO-cfBH,0.3,-2.237858625645504
0.16326530612244897,0.8913043478260869,0.0035691261291503906,cfBH,0.1,-2.447438104264534
0.19642857142857142,0.9782608695652174,0.003629922866821289,cfBH,0.2,-2.440102603302673
0.23333333333333334,1.0,0.003615140914916992,cfBH,0.3,-2.4418747696341474
0.0,0.32608695652173914,0.293010950088501,RO-cfBH,0.1,-0.5331161493586846
0.0,0.7608695652173914,0.30036401748657227,RO-cfBH,0.2,-0.5223520954462264
0.15384615384615385,0.9565217391304348,0.2915229797363281,RO-cfBH,0.3,-0.5353272056414015
0.0,0.717391304347826,0.005841970443725586,LOO-cfBH,0.1,-2.2334406445824886
0.16981132075471697,0.9565217391304348,0.0060291290283203125,LOO-cfBH,0.2,-2.219745421776063
0.19642857142857142,0.9782608695652174,0.00584864616394043,LOO-cfBH,0.3,-2.232944652135818
0.16,0.9130434782608695,0.003543853759765625,cfBH,0.1,-2.45052420795802
0.16326530612244897,0.8913043478260869,0.00356292724609375,cfBH,0.2,-2.448193045721568
0.26229508196721313,0.9782608695652174,0.003698110580444336,cfBH,0.3,-2.432020106762902
0.0,0.32608695652173914,0.2930748462677002,RO-cfBH,0.1,-0.5330214541508382
0.0,0.7608695652173914,0.29110002517700195,RO-cfBH,0.2,-0.5359577569994147
0.15384615384615385,0.9565217391304348,0.2922680377960205,RO-cfBH,0.3,-0.5342186761505971
0.0,0.717391304347826,0.005836009979248047,LOO-cfBH,0.1,-2.2338839741588714
0.16981132075471697,0.9565217391304348,0.005933046340942383,LOO-cfBH,0.2,-2.2267222595275444
0.19642857142857142,0.9782608695652174,0.005805015563964844,LOO-cfBH,0.3,-2.2361966115266156
0.0,0.2826086956521739,0.003522157669067383,cfBH,0.1,-2.453191206780646
0.18867924528301888,0.9347826086956522,0.0035429000854492188,cfBH,0.2,-2.45064109518303
0.16666666666666666,0.9782608695652174,0.0035469532012939453,cfBH,0.3,-2.450144541596814
0.0,0.30434782608695654,0.2897148132324219,RO-cfBH,0.1,-0.5380292985807448
0.0,0.7608695652173914,0.29023098945617676,RO-cfBH,0.2,-0.5372562175658575
0.15384615384615385,0.9565217391304348,0.290604829788208,RO-cfBH,0.3,-0.5366971720994667
