Coverage,Length,Time,Dataset,Method,Algorithm,m,LogTime
0.86,2.359310362351361,1.4910049438476562,Diabetes,OracleCP,SGD,100,0.1734790834812956
1.0,2.6175371773424683,0.3494269847869873,Diabetes,FullCP,SGD,1,-0.4566435593085708
0.89,2.612864237828823,29.741740942001343,Diabetes,FullCP,SGD,100,1.4733663864917637
1.0,2.4444920182366507,0.010137081146240234,Diabetes,SplitCP,SGD,1,-1.994087077011083
0.89,2.4778118032228815,0.008262157440185547,Diabetes,SplitCP,SGD,100,-2.0829065335482073
1.0,2.3823446229726617,0.014471054077148438,Diabetes,RO-StabCP,SGD,1,-1.8394998335515755
0.89,2.467548184293805,1.6473920345306396,Diabetes,RO-StabCP,SGD,100,0.21679696175222263
1.0,2.3598166745681795,0.014446258544921875,Diabetes,LOO-StabCP,SGD,1,-1.8402446168308353
0.86,2.4135417800907457,0.013874053955078125,Diabetes,LOO-StabCP,SGD,100,-1.8577966208969496
1.0,2.3375227302700514,0.014111995697021484,Diabetes,OracleCP,SGD,1,-1.8504115646357326
0.93,2.443485723049209,1.5488550662994385,Diabetes,OracleCP,SGD,100,0.19001078066993327
1.0,2.615207958668919,0.2859830856323242,Diabetes,FullCP,SGD,1,-0.5436596523037369
0.9,2.646670923850576,29.43524408340454,Diabetes,FullCP,SGD,100,1.468867641426809
1.0,2.3164950504794284,0.010158061981201172,Diabetes,SplitCP,SGD,1,-1.9931891415751974
0.92,2.5329294352998826,0.008033990859985352,Diabetes,SplitCP,SGD,100,-2.095068666687019
1.0,2.55403966174911,0.014186859130859375,Diabetes,RO-StabCP,SGD,1,-1.8481137435926889
0.95,2.5471820349474967,1.5542409420013428,Diabetes,RO-StabCP,SGD,100,0.19151834501217543
1.0,2.432895190599808,0.014211893081665039,Diabetes,LOO-StabCP,SGD,1,-1.8473480684369703
0.93,2.4959921484781575,0.013782024383544922,Diabetes,LOO-StabCP,SGD,100,-1.8606869860546462
1.0,2.3374115756878924,0.013833999633789062,Diabetes,OracleCP,SGD,1,-1.8590522401538965
0.89,2.3882056657125155,1.5245261192321777,Diabetes,OracleCP,SGD,100,0.18313486939751886
1.0,2.6178147816142587,0.2730870246887207,Diabetes,FullCP,SGD,1,-0.5636989342065104
0.9,2.643525087312773,29.636598110198975,Diabetes,FullCP,SGD,100,1.4718283509010948
1.0,2.552432006038919,0.009572744369506836,Diabetes,SplitCP,SGD,1,-2.018963538328538
0.89,2.421656273609475,0.008077144622802734,Diabetes,SplitCP,SGD,100,-2.0927421409241838
1.0,2.433998612834929,0.013716936111450195,Diabetes,RO-StabCP,SGD,1,-1.8627428841458564
0.89,2.4892857152515226,1.5117077827453613,Diabetes,RO-StabCP,SGD,100,0.1794678489652663
1.0,2.3817366922514545,0.013605833053588867,Diabetes,LOO-StabCP,SGD,1,-1.8662748622266896
0.89,2.437665480956839,0.01742386817932129,Diabetes,LOO-StabCP,SGD,100,-1.758855423240844
1.0,2.3375307593163748,0.014603853225708008,Diabetes,OracleCP,SGD,1,-1.835532540525475
0.88,2.373105532555662,1.4653899669647217,Diabetes,OracleCP,SGD,100,0.16595321374401678
1.0,2.554965900143876,0.30092501640319824,Diabetes,FullCP,SGD,1,-0.5215417071277757
0.85,2.594396744673711,29.058903217315674,Diabetes,FullCP,SGD,100,1.4632792185078858
1.0,2.648912256882545,0.01036214828491211,Diabetes,SplitCP,SGD,1,-1.9845501971426738
0.91,2.686767516674807,0.0080718994140625,Diabetes,SplitCP,SGD,100,-2.0930242585885135
1.0,2.425888925768676,0.014842987060546875,Diabetes,RO-StabCP,SGD,1,-1.828478691147919
0.88,2.489506659123113,1.5026066303253174,Diabetes,RO-StabCP,SGD,100,0.17684530085362937
1.0,2.3800682315103017,0.014691829681396484,Diabetes,LOO-StabCP,SGD,1,-1.8329241149618118
0.88,2.4255612926450714,0.023621082305908203,Diabetes,LOO-StabCP,SGD,100,-1.6267002071156025
1.0,2.3369958258499146,0.01420903205871582,Diabetes,OracleCP,SGD,1,-1.8474355058780463
0.95,2.453624089312251,1.4632880687713623,Diabetes,OracleCP,SGD,100,0.1653298314995428
1.0,2.5539635757481984,0.28234076499938965,Diabetes,FullCP,SGD,1,-0.5492264129046026
0.95,2.691671254574569,29.431878089904785,Diabetes,FullCP,SGD,100,1.4688179759310045
1.0,2.408083784147883,0.009769201278686523,Diabetes,SplitCP,SGD,1,-2.01014094236505
0.97,2.5880955000820336,0.008063077926635742,Diabetes,SplitCP,SGD,100,-2.093499142886452
1.0,2.4770126403342845,0.013612985610961914,Diabetes,RO-StabCP,SGD,1,-1.8660466145346501
0.96,2.55835353628649,1.478849172592163,Diabetes,RO-StabCP,SGD,100,0.1699238826844029
1.0,2.407513251285669,0.013754844665527344,Diabetes,LOO-StabCP,SGD,1,-1.8615443097661364
0.95,2.5058450130438845,0.01394796371459961,Diabetes,LOO-StabCP,SGD,100,-1.8554891911046114
1.0,2.3376873252970136,0.013612031936645508,Diabetes,OracleCP,SGD,1,-1.866077040630251
0.92,2.4026279797778827,1.4904651641845703,Diabetes,OracleCP,SGD,100,0.1733218299632734
1.0,2.555350838432914,0.2773091793060303,Diabetes,FullCP,SGD,1,-0.5570357544539584
0.9,2.6003024068742313,30.23854899406433,Diabetes,FullCP,SGD,100,1.4805609475768498
1.0,2.4718050434082564,0.009634971618652344,Diabetes,SplitCP,SGD,1,-2.0161495602903994
0.92,2.514476690893294,0.008534908294677734,Diabetes,SplitCP,SGD,100,-2.068801140903013
1.0,2.446565059824437,0.013560056686401367,Diabetes,RO-StabCP,SGD,1,-1.8677384949424174
0.94,2.5037516253226717,1.464257001876831,Diabetes,RO-StabCP,SGD,100,0.16561730944181097
1.0,2.385411761063985,0.013614177703857422,Diabetes,LOO-StabCP,SGD,1,-1.8660085849124834
0.92,2.4500311368774037,0.0218660831451416,Diabetes,LOO-StabCP,SGD,100,-1.6602290048360653
1.0,2.3373776417914707,0.014501810073852539,Diabetes,OracleCP,SGD,1,-1.8385777870047302
0.9,2.4069138154943626,1.5095129013061523,Diabetes,OracleCP,SGD,100,0.17883682914588558
1.0,2.617360327475151,0.2834320068359375,Diabetes,FullCP,SGD,1,-0.5475511081910862
0.9,2.6115058091241665,29.852050304412842,Diabetes,FullCP,SGD,100,1.4749741647891224
1.0,2.4322337640046063,0.009884119033813477,Diabetes,SplitCP,SGD,1,-2.0050620330577904
0.9,2.5200123389085376,0.007930994033813477,Diabetes,SplitCP,SGD,100,-2.100672376825518
1.0,2.383285951956052,0.014001846313476562,Diabetes,RO-StabCP,SGD,1,-1.853814693544191
0.94,2.511854781695061,1.4616189002990723,Diabetes,RO-StabCP,SGD,100,0.1648341502739574
1.0,2.360020940262041,0.014087915420532227,Diabetes,LOO-StabCP,SGD,1,-1.8511532644021083
0.91,2.459964723029948,0.013926982879638672,Diabetes,LOO-StabCP,SGD,100,-1.8561429582814666
1.0,2.337397253064136,0.014878988265991211,Diabetes,OracleCP,SGD,1,-1.8274265987253255
0.86,2.3690849346364358,1.4646530151367188,Diabetes,OracleCP,SGD,100,0.16573474997332524
1.0,2.5554245125934534,0.2898390293121338,Diabetes,FullCP,SGD,1,-0.5378431334487124
0.83,2.5425227375814012,29.65254783630371,Diabetes,FullCP,SGD,100,1.472062015194674
1.0,2.1758510451830855,0.01010894775390625,Diabetes,SplitCP,SGD,1,-1.9952940480148538
0.87,2.506039402146435,0.008028984069824219,Diabetes,SplitCP,SGD,100,-2.0953394037601885
1.0,2.5333214169286595,0.014217138290405273,Diabetes,RO-StabCP,SGD,1,-1.847187812168767
0.86,2.4562401444524102,1.4604580402374268,Diabetes,RO-StabCP,SGD,100,0.16448908396953302
1.0,2.4270186144619745,0.014808177947998047,Diabetes,LOO-StabCP,SGD,1,-1.8294983753620355
0.86,2.410867882646559,0.0136871337890625,Diabetes,LOO-StabCP,SGD,100,-1.863687487579607
1.0,2.337072901430503,0.014132022857666016,Diabetes,OracleCP,SGD,1,-1.8497956687923724
0.95,2.480826470976271,1.4765021800994873,Diabetes,OracleCP,SGD,100,0.16923409255032065
1.0,2.5553711764045985,0.27940917015075684,Diabetes,FullCP,SGD,1,-0.5537593445335118
0.92,2.6504592378406047,28.918341875076294,Diabetes,FullCP,SGD,100,1.4611733876837207
1.0,2.5172559989711223,0.009667158126831055,Diabetes,SplitCP,SGD,1,-2.0147011775436057
0.95,2.6160876548587453,0.008082866668701172,Diabetes,SplitCP,SGD,100,-2.0924345850669606
1.0,2.4495816345611816,0.013859033584594727,Diabetes,RO-StabCP,SGD,1,-1.8582670528058083
0.95,2.590676090718118,1.5196990966796875,Diabetes,RO-StabCP,SGD,100,0.18175760532092158
1.0,2.3936619778468113,0.013621091842651367,Diabetes,LOO-StabCP,SGD,1,-1.8657880787497152
0.95,2.5385696740898847,0.013934135437011719,Diabetes,LOO-StabCP,SGD,100,-1.855919972525364
1.0,2.337659529305533,0.013616085052490234,Diabetes,OracleCP,SGD,1,-1.8659477444428147
0.93,2.4058092403161653,1.4980170726776123,Diabetes,OracleCP,SGD,100,0.17551676298122257
1.0,2.5553476207079577,0.28190088272094727,Diabetes,FullCP,SGD,1,-0.5499035642126961
0.93,2.659917443600146,29.646979093551636,Diabetes,FullCP,SGD,100,1.4719804471154434
1.0,2.245968527785929,0.009664058685302734,Diabetes,SplitCP,SGD,1,-2.0148404414479266
0.91,2.3807054384601516,0.008383989334106445,Diabetes,SplitCP,SGD,100,-2.0765492828581613
1.0,2.488121214636616,0.01361393928527832,Diabetes,RO-StabCP,SGD,1,-1.866016190570512
0.95,2.5214732673337386,1.5583150386810303,Diabetes,RO-StabCP,SGD,100,0.19265526189217969
1.0,2.404430889301286,0.01362299919128418,Diabetes,LOO-StabCP,SGD,1,-1.8657272691608309
0.93,2.4631308123118125,0.0196988582611084,Diabetes,LOO-StabCP,SGD,100,-1.7055589446642847
0.0,2.3377208173118804,0.013697624206542969,Diabetes,OracleCP,SGD,1,-1.8633547528044292
0.86,2.3611036380640127,1.49947190284729,Diabetes,OracleCP,SGD,100,0.17593833234782785
1.0,2.6175214595974667,0.27283310890197754,Diabetes,FullCP,SGD,1,-0.5641029282203502
0.86,2.5748352028278942,29.109373807907104,Diabetes,FullCP,SGD,100,1.4640328631270414
1.0,2.5192377208645755,0.009575128555297852,Diabetes,SplitCP,SGD,1,-2.018855386499634
0.89,2.6861408896027306,0.010018110275268555,Diabetes,SplitCP,SGD,100,-1.9992141920838138
0.0,2.458312905666491,0.013649940490722656,Diabetes,RO-StabCP,SGD,1,-1.8648692420010353
0.87,2.4698922575697746,1.5003461837768555,Diabetes,RO-StabCP,SGD,100,0.17619147796074816
0.0,2.3971492303880564,0.013545989990234375,Diabetes,LOO-StabCP,SGD,1,-1.868189249650046
0.87,2.4111958308912698,0.01424717903137207,Diabetes,LOO-StabCP,SGD,100,-1.8462711182793219
1.0,2.3373329927495115,0.013602018356323242,Diabetes,OracleCP,SGD,1,-1.8663966433962855
0.87,2.355257021206478,1.4224257469177246,Diabetes,OracleCP,SGD,100,0.15302960473630048
1.0,2.6178007065769773,0.274036169052124,Diabetes,FullCP,SGD,1,-0.5621921124238277
0.84,2.5782083057656324,29.910382986068726,Diabetes,FullCP,SGD,100,1.4758219739698475
1.0,2.3735463816520137,0.009650945663452148,Diabetes,SplitCP,SGD,1,-2.015430129526987
0.92,2.7587634013353766,0.007966995239257812,Diabetes,SplitCP,SGD,100,-2.098705442350522
1.0,2.388975440936367,0.013714790344238281,Diabetes,RO-StabCP,SGD,1,-1.8628108269975752
0.88,2.466640661508698,1.4856970310211182,Diabetes,RO-StabCP,SGD,100,0.17193025547386864
1.0,2.362878581211832,0.013539791107177734,Diabetes,LOO-StabCP,SGD,1,-1.8683880359241272
0.87,2.4077231088719,0.02130293846130371,Diabetes,LOO-StabCP,SGD,100,-1.6715604871945564
1.0,2.336788146302126,0.014187097549438477,Diabetes,OracleCP,SGD,1,-1.8481064450777545
0.94,2.4266400795919347,1.5025758743286133,Diabetes,OracleCP,SGD,100,0.17683641143700737
1.0,2.6172410954882324,0.27666521072387695,Diabetes,FullCP,SGD,1,-0.5580454477999137
0.93,2.6599726595546658,29.499836206436157,Diabetes,FullCP,SGD,100,1.4698196046277077
1.0,2.159912277993548,0.00979304313659668,Diabetes,SplitCP,SGD,1,-2.009082332500487
0.96,2.6928221458811663,0.007981061935424805,Diabetes,SplitCP,SGD,100,-2.09793931892354
1.0,2.377339723268427,0.013873815536499023,Diabetes,RO-StabCP,SGD,1,-1.8578040840914354
0.94,2.54691827934123,1.4519579410552979,Diabetes,RO-StabCP,SGD,100,0.16195403631438351
1.0,2.356963756135796,0.013813972473144531,Diabetes,LOO-StabCP,SGD,1,-1.8596814137398432
0.94,2.4847281709634363,0.029706954956054688,Diabetes,LOO-StabCP,SGD,100,-1.5271418622844355
1.0,2.3374626907962757,0.014008045196533203,Diabetes,OracleCP,SGD,1,-1.8536224656843685
0.92,2.443279547420395,1.467824935913086,Diabetes,OracleCP,SGD,100,0.16667426136978647
1.0,2.553986981078409,0.27909302711486816,Diabetes,FullCP,SGD,1,-0.5542510138279754
0.93,2.671535715646122,28.960726022720337,Diabetes,FullCP,SGD,100,1.461809445084118
1.0,2.387277855846683,0.009537935256958008,Diabetes,SplitCP,SGD,1,-2.020545629862029
0.86,2.2841156532799336,0.008085966110229492,Diabetes,SplitCP,SGD,100,-2.0922680832065454
1.0,2.4246968433143827,0.013520240783691406,Diabetes,RO-StabCP,SGD,1,-1.8690155739197272
0.92,2.5622042124162165,1.4925568103790283,Diabetes,RO-StabCP,SGD,100,0.1739308704309371
1.0,2.3817063968450696,0.013509035110473633,Diabetes,LOO-StabCP,SGD,1,-1.8693756695687822
0.92,2.5050850689408555,0.019738197326660156,Diabetes,LOO-StabCP,SGD,100,-1.7046925136133668
1.0,2.337424034923619,0.013696908950805664,Diabetes,OracleCP,SGD,1,-1.863377431170083
0.92,2.4197815498918667,1.546332836151123,Diabetes,OracleCP,SGD,100,0.18930297816327576
1.0,2.555362690230938,0.28040289878845215,Diabetes,FullCP,SGD,1,-0.5522175009717071
0.9,2.625558399455267,29.699198007583618,Diabetes,FullCP,SGD,100,1.4727447218564833
1.0,2.4636223365306833,0.009817123413085938,Diabetes,SplitCP,SGD,1,-2.008015749365473
0.88,2.291763474447236,0.008074283599853516,Diabetes,SplitCP,SGD,100,-2.0928960005674684
1.0,2.4620762730879475,0.013734817504882812,Diabetes,RO-StabCP,SGD,1,-1.8621771066947415
0.93,2.5260217553276685,1.4619600772857666,Diabetes,RO-StabCP,SGD,100,0.16493551321607894
1.0,2.3931742774328684,0.013911962509155273,Diabetes,LOO-StabCP,SGD,1,-1.8566116013682628
0.92,2.468689158091669,0.01640176773071289,Diabetes,LOO-StabCP,SGD,100,-1.785109342542447
1.0,2.3375454029970597,0.013851165771484375,Diabetes,OracleCP,SGD,1,-1.8585136730387692
0.87,2.343507545969562,1.495863914489746,Diabetes,OracleCP,SGD,100,0.1748920855909827
1.0,2.5555677161661685,0.2891731262207031,Diabetes,FullCP,SGD,1,-0.5388420698711359
0.9,2.6393900177535823,30.474997997283936,Diabetes,FullCP,SGD,100,1.4839436857500237
1.0,2.553059354838184,0.009895801544189453,Diabetes,SplitCP,SGD,1,-2.004549022870412
0.93,2.568516552339481,0.008043050765991211,Diabetes,SplitCP,SGD,100,-2.094579190116273
1.0,2.4205467796109783,0.013789892196655273,Diabetes,RO-StabCP,SGD,1,-1.8604391289351545
0.9,2.4688908440798825,1.5686328411102295,Diabetes,RO-StabCP,SGD,100,0.195521303217517
1.0,2.3792992626255653,0.013653993606567383,Diabetes,LOO-StabCP,SGD,1,-1.8647403048410982
0.87,2.4023951660829495,0.021471023559570312,Diabetes,LOO-StabCP,SGD,100,-1.6681472515266083
1.0,2.3376080950168068,0.014302968978881836,Diabetes,OracleCP,SGD,1,-1.8445738032825296
0.92,2.4184481592176543,1.5207979679107666,Diabetes,OracleCP,SGD,100,0.1820715235537765
1.0,2.55502361998189,0.278170108795166,Diabetes,FullCP,SGD,1,-0.5556895396307091
0.93,2.675502442518495,29.733207941055298,Diabetes,FullCP,SGD,100,1.4732417681332795
1.0,2.425789487219143,0.009671211242675781,Diabetes,SplitCP,SGD,1,-2.01451913056353
0.95,2.584953161454164,0.008028984069824219,Diabetes,SplitCP,SGD,100,-2.0953394037601885
1.0,2.3826691757488474,0.013612747192382812,Diabetes,RO-StabCP,SGD,1,-1.866054220858714
0.93,2.530463183886969,1.5614380836486816,Diabetes,RO-StabCP,SGD,100,0.19352476764860685
1.0,2.3597205020058576,0.013602972030639648,Diabetes,LOO-StabCP,SGD,1,-1.8663661949022832
0.92,2.474166660730047,0.03185415267944336,Diabetes,LOO-StabCP,SGD,100,-1.4968339426628166
1.0,2.337039713622237,0.014405012130737305,Diabetes,OracleCP,SGD,1,-1.8414863716556922
0.89,2.3684018706106764,1.533153772354126,Diabetes,OracleCP,SGD,100,0.1855857159343995
1.0,2.5552107984326753,0.28902101516723633,Diabetes,FullCP,SGD,1,-0.5390705778685452
0.9,2.618221085415542,30.30125117301941,Diabetes,FullCP,SGD,100,1.4814605613841447
1.0,2.5098997589787095,0.010246992111206055,Diabetes,SplitCP,SGD,1,-1.9894035981411862
0.91,2.630950232309049,0.008034944534301758,Diabetes,SplitCP,SGD,100,-2.0950171168508325
1.0,2.4594997437792587,0.013910055160522461,Diabetes,RO-StabCP,SGD,1,-1.8566711478035665
0.9,2.4720091802293664,1.6129536628723145,Diabetes,RO-StabCP,SGD,100,0.20762189110382817
1.0,2.395649175634483,0.01427602767944336,Diabetes,LOO-StabCP,SGD,1,-1.8453926186725371
0.89,2.412497585582828,0.021924734115600586,Diabetes,LOO-StabCP,SGD,100,-1.6590656646815416
1.0,2.3371886761154,0.014060735702514648,Diabetes,OracleCP,SGD,1,-1.8519919550499533
0.88,2.3494624622402505,1.4777629375457764,Diabetes,OracleCP,SGD,100,0.16960477020677825
1.0,2.5545079761743,0.28768467903137207,Diabetes,FullCP,SGD,1,-0.5410832663311111
0.91,2.601245897534075,30.199289798736572,Diabetes,FullCP,SGD,100,1.4799967297082601
1.0,2.5526258699055107,0.010039091110229492,Diabetes,SplitCP,SGD,1,-1.9983056042905727
0.9,2.4807151003194408,0.008070945739746094,Diabetes,SplitCP,SGD,100,-2.093075572404595
1.0,2.519317860361618,0.01470494270324707,Diabetes,RO-StabCP,SGD,1,-1.8325366633508668
0.88,2.4531190779471457,1.4551420211791992,Diabetes,RO-StabCP,SGD,100,0.1629053823284005
1.0,2.418775651821649,0.013840913772583008,Diabetes,LOO-StabCP,SGD,1,-1.8588352369536547
0.88,2.401287295085442,0.023767948150634766,Diabetes,LOO-StabCP,SGD,100,-1.6240083086092127
1.0,2.337237655918373,0.013736963272094727,Diabetes,OracleCP,SGD,1,-1.8621092629048508
0.87,2.361797816876453,1.4551143646240234,Diabetes,OracleCP,SGD,100,0.16289712801145423
1.0,2.554455184389332,0.2848949432373047,Diabetes,FullCP,SGD,1,-0.5453152592323549
0.83,2.5458947772994316,30.05824875831604,Diabetes,FullCP,SGD,100,1.4779636742963
1.0,2.4879354271889995,0.009827136993408203,Diabetes,SplitCP,SGD,1,-2.007572989702881
0.87,2.643928071293481,0.01717400550842285,Diabetes,SplitCP,SGD,100,-1.7651284021408458
1.0,2.412591787184471,0.013753652572631836,Diabetes,RO-StabCP,SGD,1,-1.861581950453105
0.88,2.480487760634572,1.461244821548462,Diabetes,RO-StabCP,SGD,100,0.16472298509245406
1.0,2.37597990789893,0.0140380859375,Diabetes,LOO-StabCP,SGD,1,-1.8526921032781438
0.88,2.421700064224383,0.029368877410888672,Diabetes,LOO-StabCP,SGD,100,-1.5321126535307943
1.0,2.337656394050478,0.013837814331054688,Diabetes,OracleCP,SGD,1,-1.858932500841888
0.91,2.3873791544327836,1.5320250988006592,Diabetes,OracleCP,SGD,100,0.18526588029745975
1.0,2.554566275255547,0.2811279296875,Diabetes,FullCP,SGD,1,-0.5510960056675244
0.95,2.6891369482146374,30.024643898010254,Diabetes,FullCP,SGD,100,1.4774778652324372
1.0,2.141690370818429,0.00988006591796875,Diabetes,SplitCP,SGD,1,-2.0052401578704098
0.98,2.884412802918294,0.007988929748535156,Diabetes,SplitCP,SGD,100,-2.097511397837225
1.0,2.395534572707315,0.013998746871948242,Diabetes,RO-StabCP,SGD,1,-1.8539108393900534
0.95,2.5071990100774553,1.437173843383789,Diabetes,RO-StabCP,SGD,100,0.15750930442917582
1.0,2.366810734273693,0.013840913772583008,Diabetes,LOO-StabCP,SGD,1,-1.8588352369536547
0.92,2.4447057266727485,0.01385498046875,Diabetes,LOO-StabCP,SGD,100,-1.858394082102614
1.0,2.33721212270303,0.01420283317565918,Diabetes,OracleCP,SGD,1,-1.8476250140800576
0.89,2.3934815559643106,1.4526009559631348,Diabetes,OracleCP,SGD,100,0.16214632563659617
1.0,2.553986981078409,0.2871890068054199,Diabetes,FullCP,SGD,1,-0.5418321882985392
0.92,2.639511196771195,30.413137197494507,Diabetes,FullCP,SGD,100,1.4830612211072027
1.0,2.554200786087926,0.009863853454589844,Diabetes,SplitCP,SGD,1,-2.005953388595592
0.92,2.5394216145372916,0.008012056350708008,Diabetes,SplitCP,SGD,100,-2.096256004870788
1.0,2.4615017355678246,0.013747930526733398,Diabetes,RO-StabCP,SGD,1,-1.8617626711764008
0.93,2.5104985197518137,1.5894877910614014,Diabetes,RO-StabCP,SGD,100,0.2012571964250435
1.0,2.399307063336459,0.013921022415161133,Diabetes,LOO-StabCP,SGD,1,-1.856328867242938
0.92,2.451992765414294,0.041996002197265625,Diabetes,LOO-StabCP,SGD,100,-1.3767920502283952
1.0,2.3367961679628544,0.014182090759277344,Diabetes,OracleCP,SGD,1,-1.8482597396548106
0.92,2.426142801919154,1.4895119667053223,Diabetes,OracleCP,SGD,100,0.1730439966770855
1.0,2.617895831650532,0.278062105178833,Diabetes,FullCP,SGD,1,-0.5558581935634016
0.89,2.636636647067382,29.9236261844635,Diabetes,FullCP,SGD,100,1.476014220759232
1.0,2.4462050401333317,0.009568929672241211,Diabetes,SplitCP,SGD,1,-2.0191366372947948
0.93,2.5058840555703883,0.008074045181274414,Diabetes,SplitCP,SGD,100,-2.0929088246652063
1.0,2.4251880428409196,0.013630867004394531,Diabetes,RO-StabCP,SGD,1,-1.8654765195689116
0.93,2.5561980660460426,1.5032198429107666,Diabetes,RO-StabCP,SGD,100,0.17702249993558575
1.0,2.3821340979048484,0.01355600357055664,Diabetes,LOO-StabCP,SGD,1,-1.8678683254445116
0.93,2.4908818309652134,0.014425039291381836,Diabetes,LOO-StabCP,SGD,100,-1.8408829952254664
1.0,2.3376567691419985,0.013736963272094727,Diabetes,OracleCP,SGD,1,-1.8621092629048508
0.89,2.4024575269845365,1.5282189846038818,Diabetes,OracleCP,SGD,100,0.184185590490234
1.0,2.6176606196805823,0.27559399604797363,Diabetes,FullCP,SGD,1,-0.5597302479822532
0.85,2.582925895492441,30.06808090209961,Diabetes,FullCP,SGD,100,1.4781057101016672
1.0,2.4017953252024045,0.009999752044677734,Diabetes,SplitCP,SGD,1,-2.00001076869633
0.88,2.451176274990644,0.01134634017944336,Diabetes,SplitCP,SGD,100,-1.9451441998088288
1.0,2.4193468837065026,0.01420283317565918,Diabetes,RO-StabCP,SGD,1,-1.8476250140800576
0.89,2.514320128745338,1.5238027572631836,Diabetes,RO-StabCP,SGD,100,0.1829287550770649
1.0,2.380395783808956,0.01390385627746582,Diabetes,LOO-StabCP,SGD,1,-1.8568647301234094
0.89,2.4608797901329136,0.04667186737060547,Diabetes,LOO-StabCP,SGD,100,-1.3309448223733544
1.0,2.337281747292368,0.013675928115844727,Diabetes,OracleCP,SGD,1,-1.8640431906316597
0.93,2.4047485774303956,1.4899718761444092,Diabetes,OracleCP,SGD,100,0.1731780709957876
0.0,2.5531812993890965,0.2848970890045166,Diabetes,FullCP,SGD,1,-0.545311988232387
0.89,2.589044099316488,31.026890993118286,Diabetes,FullCP,SGD,100,1.4917382598838962
0.0,2.3024697494319457,0.009574174880981445,Diabetes,SplitCP,SGD,1,-2.018898643999299
0.95,2.731976282796092,0.008027076721191406,Diabetes,SplitCP,SGD,100,-2.0954425861037254
1.0,2.412255170533795,0.013693094253540039,Diabetes,RO-StabCP,SGD,1,-1.863498402458107
0.93,2.5294105716802604,1.4621248245239258,Diabetes,RO-StabCP,SGD,100,0.16498445079410395
1.0,2.3777200380534795,0.01363515853881836,Diabetes,LOO-StabCP,SGD,1,-1.865339808060914
0.93,2.4635168627540516,0.013911008834838867,Diabetes,LOO-StabCP,SGD,100,-1.8566413735653577
1.0,2.337215565400897,0.013596773147583008,Diabetes,OracleCP,SGD,1,-1.8665641482826867
0.86,2.3727371775716626,1.6379661560058594,Diabetes,OracleCP,SGD,100,0.2143049240350535
1.0,2.6165296032435537,0.2749347686767578,Diabetes,FullCP,SGD,1,-0.5607703351305443
0.88,2.5895619996951638,30.54466986656189,Diabetes,FullCP,SGD,100,1.4849354355441364
1.0,2.3740407693603127,0.00963282585144043,Diabetes,SplitCP,SGD,1,-2.0162462911040673
0.88,2.5641672092752397,0.008018016815185547,Diabetes,SplitCP,SGD,100,-2.0959330372929506
1.0,2.396909465580844,0.013537883758544922,Diabetes,RO-StabCP,SGD,1,-1.8684492192415112
0.88,2.487145208584892,1.5377552509307861,Diabetes,RO-StabCP,SGD,100,0.18688721867180344
1.0,2.36804105856535,0.013549089431762695,Diabetes,LOO-StabCP,SGD,1,-1.868089890623439
0.86,2.4325349985143134,0.02991795539855957,Diabetes,LOO-StabCP,SGD,100,-1.524068089599831
1.0,2.337862695803651,0.01390385627746582,Diabetes,OracleCP,SGD,1,-1.8568647301234094
0.86,2.317452157545867,1.481600046157837,Diabetes,OracleCP,SGD,100,0.17073098286788985
1.0,2.6170638852499613,0.2792680263519287,Diabetes,FullCP,SGD,1,-0.5539787842195193
0.88,2.5992993134104245,30.36604380607605,Diabetes,FullCP,SGD,100,1.4823882142064069
1.0,2.252652730293156,0.010262012481689453,Diabetes,SplitCP,SGD,1,-1.988767461447779
0.85,2.367074380354422,0.008759021759033203,Diabetes,SplitCP,SGD,100,-2.0575443947882097
1.0,2.432443276970619,0.01437520980834961,Diabetes,RO-StabCP,SGD,1,-1.842385807998781
0.87,2.4419188585799474,1.4687070846557617,Diabetes,RO-StabCP,SGD,100,0.16693518979828847
1.0,2.3872130009528454,0.0147857666015625,Diabetes,LOO-StabCP,SGD,1,-1.8301561535729338
0.86,2.3752803062171517,0.013923168182373047,Diabetes,LOO-StabCP,SGD,100,-1.8562619308485644
1.0,2.3379604756006085,0.01364898681640625,Diabetes,OracleCP,SGD,1,-1.8648995857203072
0.9,2.4412117155694393,1.4965548515319824,Diabetes,OracleCP,SGD,100,0.1750926391722699
1.0,2.617857534487849,0.27382516860961914,Diabetes,FullCP,SGD,1,-0.5625266362388532
0.84,2.568179531667245,30.550220727920532,Diabetes,FullCP,SGD,100,1.4850143524041568
1.0,2.436924775959974,0.009660959243774414,Diabetes,SplitCP,SGD,1,-2.0149797500239095
0.82,2.2396451737797807,0.02998805046081543,Diabetes,SplitCP,SGD,100,-1.523051767039102
1.0,2.413690435376345,0.01366877555847168,Diabetes,RO-StabCP,SGD,1,-1.864270387554797
0.91,2.5392553155007436,1.5678889751434326,Diabetes,RO-StabCP,SGD,100,0.19531530631417118
1.0,2.3754226121706266,0.013575077056884766,Diabetes,LOO-StabCP,SGD,1,-1.8672576965247607
0.91,2.4962373374624023,0.013730049133300781,Diabetes,LOO-StabCP,SGD,100,-1.8623279086275402
1.0,2.3376495393678907,0.014023065567016602,Diabetes,OracleCP,SGD,1,-1.8531570353490205
0.91,2.4100163222043545,1.5237128734588623,Diabetes,OracleCP,SGD,100,0.18290313680633513
